"miRNA","Gene","Correlation","P_value"
"Cluster_12081","lncRNA_2216",0.720013791143961,1.63293807465193e-07
"Cluster_12083","lncRNA_2216",0.754761765109561,1.84432665007649e-08
"Cluster_12087","lncRNA_2216",0.735206224729482,6.55986852539281e-08
"Cluster_11565","lncRNA_2235",0.736084068195142,6.21144864325094e-08
"Cluster_1819","lncRNA_2242",0.718008915681057,1.83369453554859e-07
"Cluster_3109","lncRNA_2242",0.829941078577843,3.57319977773765e-11
"Cluster_11565","lncRNA_2298",0.812015541211629,2.0303608312094e-10
"Cluster_11565","lncRNA_2309",0.705851212008999,3.6289875714948e-07
"Cluster_3301","lncRNA_2321",0.748404069171277,2.82133794408889e-08
"Cluster_11565","lncRNA_2399",0.836063747348779,1.88400674036579e-11
"Cluster_17245","lncRNA_2464",0.714322846768952,2.26362680992714e-07
"Cluster_12083","lncRNA_2568",0.706906605925389,3.42482968048267e-07
"Cluster_12087","lncRNA_2568",0.720701193872129,1.56893466624509e-07
"Cluster_2746","lncRNA_2574",0.734398079231245,6.89658129157726e-08
"Cluster_12081","lncRNA_2599",0.759683197328052,1.31545322588454e-08
"Cluster_12083","lncRNA_2599",0.760380642319544,1.25312977835406e-08
"Cluster_12087","lncRNA_2599",0.753184699539817,2.05185858564702e-08
"Cluster_13647","lncRNA_2739",0.720173556243719,1.61785031471808e-07
"Cluster_12087","lncRNA_2761",0.740708182108075,4.64291821839013e-08
"Cluster_13647","lncRNA_2771",0.742200122489368,4.22127031161737e-08
"Cluster_1865","lncRNA_2776",0.734537561512784,6.83734383151416e-08
"Cluster_3109","lncRNA_2776",0.825633834856869,5.52215296888061e-11
"Cluster_11565","lncRNA_2788",0.757928220510527,1.48527286483244e-08
"Cluster_11565","lncRNA_2851",0.845486103847251,6.67328387235438e-12
"Cluster_1865","lncRNA_2855",0.737363013807216,5.73448230357795e-08
"Cluster_11565","lncRNA_2870",0.742093167626932,4.25027118738683e-08
"Cluster_11565","lncRNA_3194",0.749384026360322,2.6445666887674e-08
"Cluster_2746","lncRNA_3267",0.70915585653205,3.02468985721604e-07
"Cluster_12081","lncRNA_3273",0.75378589670148,1.97030841661647e-08
"Cluster_12083","lncRNA_3273",0.787881201273732,1.60605345626726e-09
"Cluster_12087","lncRNA_3273",0.795109951984209,8.89770057458648e-10
"Cluster_12081","lncRNA_3348",0.753987218071624,1.94368090580582e-08
"Cluster_12083","lncRNA_3348",0.767147928049993,7.75745006577377e-09
"Cluster_12087","lncRNA_3348",0.763492547518905,1.00710081236917e-08
"Cluster_11565","lncRNA_3455",0.82410095499422,6.42912664829644e-11
"Cluster_13647","lncRNA_3494",0.806489157268098,3.34352615203761e-10
"Cluster_3109","lncRNA_3570",0.748519183930198,2.80001764997128e-08
"Cluster_11565","lncRNA_3605",0.792898132243133,1.06862222661618e-09
"Cluster_11565","lncRNA_3826",0.837581655135859,1.60106392948455e-11
"Cluster_3109","lncRNA_4082",0.807577949243085,3.0344093454042e-10
"Cluster_12087","lncRNA_4127",0.706198702818589,3.56055724484696e-07
"Cluster_1865","lncRNA_4129",0.710680391301492,2.77857313994348e-07
"Cluster_3109","lncRNA_4288",0.715319010863325,2.13905861555384e-07
"Cluster_3109","lncRNA_4308",0.706657553204122,3.47202549056783e-07
"Cluster_11565","lncRNA_4322",0.703405422199809,4.14614150519156e-07
"Cluster_12081","lncRNA_4327",0.753854330303187,1.96121929866158e-08
"Cluster_12083","lncRNA_4327",0.796406898033944,7.98332121575022e-10
"Cluster_12087","lncRNA_4327",0.803720018876914,4.26751382836182e-10
"Cluster_1865","lncRNA_4409",0.796259425366972,8.08268280438663e-10
"Cluster_3109","lncRNA_4439",0.742123880196259,4.24192456665501e-08
"Cluster_11565","lncRNA_4445",0.820260796331504,9.35094963563027e-11
"Cluster_3109","lncRNA_4527",0.873353947342748,1.96653753183461e-13
"Cluster_3109","lncRNA_4767",0.897367587117109,4.49693103501037e-15
"Cluster_11565","lncRNA_4797",0.761122061266215,1.18989835744244e-08
"Cluster_3109","lncRNA_4842",0.779993863364403,2.98244231792141e-09
"Cluster_3109","lncRNA_4959",0.702599413796686,4.33096991424927e-07
"Cluster_1865","lncRNA_5064",0.762943171727417,1.0469716080482e-08
"Cluster_1865","lncRNA_5151",0.726932188657928,1.08603425534078e-07
"Cluster_3109","lncRNA_5151",0.749183578101665,2.67986450451591e-08
"Cluster_13647","lncRNA_5215",0.728758508599972,9.73185823821924e-08
"Cluster_11565","lncRNA_5375",0.759902014627823,1.2955958672051e-08
"Cluster_3109","lncRNA_5397",0.803616667875677,4.30623398710346e-10
"Cluster_1865","lncRNA_5599",0.733840966553274,7.13796814065696e-08
"Cluster_3109","lncRNA_5599",0.715589106693738,2.10639509379436e-07
"Cluster_1865","lncRNA_5629",0.739328618116579,5.06730617079279e-08
"Cluster_11565","lncRNA_5655",0.768962151502863,6.80296488460043e-09
"Cluster_3109","lncRNA_5726",0.897367587117109,4.49693103501029e-15
"Cluster_11565","lncRNA_6060",0.72738877713559,1.0567367923687e-07
"Cluster_1819","lncRNA_6117",0.728278464805077,1.00174364388575e-07
"Cluster_14692","lncRNA_6117",0.725988023039772,1.14902237659665e-07
"Cluster_1865","lncRNA_6127",0.736349144441155,6.10966590040364e-08
"Cluster_1865","lncRNA_6164",0.71783331248733,1.85232558010359e-07
"Cluster_11565","lncRNA_6202",0.809467396631393,2.56051921872707e-10
"Cluster_13647","lncRNA_6205",0.781003173256522,2.75923361977661e-09
"Cluster_1865","lncRNA_6220",0.735774570713497,6.33227938873304e-08
"Cluster_3109","lncRNA_6232",0.771789458496824,5.531024546259e-09
"Cluster_3109","lncRNA_6496",0.725485948794044,1.18388090426018e-07
"Cluster_12087","lncRNA_6498",0.700100654032782,4.95350741789926e-07
"Cluster_1865","lncRNA_6611",0.71924753585156,1.70713042946192e-07
"Cluster_3109","lncRNA_6611",0.732096403989312,7.94553542650611e-08
"Cluster_3109","lncRNA_6672",0.750996882875346,2.37588716170445e-08
"Cluster_1865","lncRNA_6690",0.718340691777542,1.79896697706832e-07
"Cluster_3109","lncRNA_6690",0.720620032850108,1.5763685520643e-07
"Cluster_13647","lncRNA_6729",0.82948821314095,3.74266003095186e-11
"Cluster_11565","lncRNA_6822",0.794910270182877,9.04687886813034e-10
"Cluster_3109","lncRNA_6831",0.897367587117109,4.49693103501029e-15
"Cluster_3109","lncRNA_6868",0.753044939898024,2.07126096233072e-08
"Cluster_12081","lncRNA_6962",0.727721775010305,1.03583379619648e-07
"Cluster_11565","lncRNA_6968",0.722613462251413,1.40290731023441e-07
"Cluster_3109","lncRNA_6998",0.897367587117109,4.49693103501029e-15
"Cluster_13647","lncRNA_7048",0.806489157268098,3.34352615203761e-10
"Cluster_3109","lncRNA_7051",0.704993346349847,3.80316761430887e-07
"Cluster_11565","lncRNA_7071",0.737815155980985,5.57416399461907e-08
"Cluster_11565","lncRNA_7079",0.761260495579343,1.17842631153016e-08
"Cluster_3109","lncRNA_7129",0.854650478863145,2.27152504888795e-12
"Cluster_13647","lncRNA_7234",0.707060952782074,3.39587939689515e-07
"Cluster_3109","lncRNA_7277",0.724803093005293,1.23286615933564e-07
"Cluster_1865","lncRNA_7308",0.706902361546602,3.42562899962813e-07
"Cluster_13647","lncRNA_7348",0.806489157268098,3.34352615203761e-10
"Cluster_13647","lncRNA_7358",0.818669559252079,1.08931435154381e-10
"Cluster_13647","lncRNA_7376",0.806489157268098,3.34352615203761e-10
"Cluster_13647","lncRNA_7399",0.792900167881788,1.06844318456499e-09
"Cluster_3109","lncRNA_7425",0.873353947342748,1.96653753183461e-13
"Cluster_11565","lncRNA_7443",0.824285762224671,6.31281866399931e-11
"Cluster_3109","lncRNA_7533",0.757804367909922,1.49799677963878e-08
"Cluster_11565","lncRNA_7879",0.732587108799972,7.7102127249323e-08
"Cluster_1865","lncRNA_7952",0.731294330068778,8.34457670703929e-08
"Cluster_3109","lncRNA_7977",0.753824331940072,1.96519876687181e-08
"Cluster_14532","lncRNA_8021",0.766424244474982,8.17188346309564e-09
"Cluster_3109","lncRNA_8072",0.817552358106388,1.21148239312424e-10
"Cluster_12081","lncRNA_8102",0.711367089108893,2.67388698579267e-07
"Cluster_12083","lncRNA_8102",0.715769507465774,2.08483665203013e-07
"Cluster_12087","lncRNA_8102",0.718211266726869,1.8124409748206e-07
"Cluster_5516","lncRNA_8109",0.744986054114261,3.52759352926502e-08
"Cluster_3109","lncRNA_8112",0.897367587117109,4.49693103501029e-15
"Cluster_11565","lncRNA_8121",0.886151022443014,2.9172082579996e-14
"Cluster_13647","lncRNA_8191",0.768158462349995,7.21142667337567e-09
"Cluster_3109","lncRNA_8233",0.722353525505095,1.42447660664996e-07
"Cluster_3109","lncRNA_8350",0.897367587117109,4.49693103501029e-15
"Cluster_12081","lncRNA_8405",0.756707218366068,1.61522507212288e-08
"Cluster_12083","lncRNA_8405",0.79298681716318,1.0608479803053e-09
"Cluster_12087","lncRNA_8405",0.776621218497358,3.85651664355609e-09
"Cluster_3109","lncRNA_8433",0.746858802503855,3.12254056361241e-08
"Cluster_3109","lncRNA_8444",0.726227073955089,1.13276199336952e-07
"Cluster_12081","lncRNA_8483",0.806582099255814,3.31603180185052e-10
"Cluster_12083","lncRNA_8483",0.810493391765552,2.33314108274469e-10
"Cluster_12087","lncRNA_8483",0.805692783900656,3.58800580665257e-10
"Cluster_11565","lncRNA_8529",0.835862930258731,1.92477020778831e-11
"Cluster_11565","lncRNA_8532",0.701379232784179,4.62531466408758e-07
"Cluster_11565","lncRNA_8538",0.755976306308737,1.6979999491907e-08
"Cluster_11565","lncRNA_8543",0.825598558376615,5.54160395751272e-11
"Cluster_3109","lncRNA_8594",0.766325898638926,8.22976894317785e-09
"Cluster_11565","lncRNA_8596",0.702019215163287,4.4687011890967e-07
"Cluster_11565","lncRNA_8656",0.778417936413332,3.36488775617552e-09
"Cluster_3109","lncRNA_8666",0.762834017987329,1.05506640745691e-08
"Cluster_1865","lncRNA_8679",0.703713588215926,4.0774234645055e-07
"Cluster_11565","lncRNA_8701",0.781463477906202,2.66270092251712e-09
"Cluster_11565","lncRNA_8733",0.737622533985221,5.64194714330457e-08
"Cluster_1865","lncRNA_8824",0.756938714122325,1.58980178575519e-08
"Cluster_11565","lncRNA_8836",0.909968001708856,4.17805501043493e-16
"Cluster_14633","lncRNA_8836",0.706171282047916,3.56591343941652e-07
"Cluster_11565","lncRNA_8866",0.715789128098526,2.08250429020645e-07
"Cluster_11565","lncRNA_8880",0.84291495365246,8.91760322120174e-12
"Cluster_11565","lncRNA_8905",0.724813963713399,1.23207183414073e-07
"Cluster_1865","lncRNA_9096",0.726449839192082,1.11780170907818e-07
"Cluster_11565","lncRNA_9117",0.744931560699106,3.5400799616512e-08
"Cluster_11565","lncRNA_9130",0.746682268486268,3.15879048020308e-08
"Cluster_12081","lncRNA_9155",0.751258814955528,2.33472834242272e-08
"Cluster_12083","lncRNA_9155",0.739000887040247,5.17328639615868e-08
"Cluster_12087","lncRNA_9155",0.72936879841287,9.37969898552069e-08
"Cluster_3109","lncRNA_9257",0.709986085586151,2.88826546482194e-07
"Cluster_1865","lncRNA_9289",0.714184723179498,2.28141962155442e-07
"Cluster_12081","lncRNA_9298",0.761856217393136,1.13022394844561e-08
"Cluster_12083","lncRNA_9298",0.7643005329812,9.5102385611844e-09
"Cluster_12087","lncRNA_9298",0.748482141163218,2.80686190417696e-08
"Cluster_1865","lncRNA_9301",0.787466018548136,1.66031474466515e-09
"Cluster_1865","lncRNA_9304",0.719119342105599,1.71984352909012e-07
"Cluster_12081","lncRNA_9317",0.80001808086476,5.87841476675498e-10
"Cluster_12083","lncRNA_9317",0.819035094920759,1.05191480350758e-10
"Cluster_12087","lncRNA_9317",0.835401973553041,2.02148730018609e-11
"Cluster_3109","lncRNA_9319",0.897367587117109,4.49693103501029e-15
"Cluster_11565","lncRNA_9404",0.745104769734976,3.50053302523079e-08
"Cluster_13647","lncRNA_9418",0.701256883147993,4.65582724118302e-07
"Cluster_11565","lncRNA_9466",0.765807128604866,8.54148561222947e-09
"Cluster_1865","lncRNA_9472",0.755086573108489,1.80408573531288e-08
"Cluster_11565","lncRNA_9606",0.72033196964132,1.60301784851854e-07
"Cluster_11565","lncRNA_9701",0.804606524710468,3.94850332310508e-10
"Cluster_13647","lncRNA_9708",0.79799534937512,6.98301772839832e-10
"Cluster_3109","lncRNA_9717",0.706164784381011,3.56718374324231e-07
"Cluster_12081","lncRNA_9727",0.793052499883668,1.05512422242184e-09
"Cluster_12083","lncRNA_9727",0.822597451577026,7.45274972297943e-11
"Cluster_12087","lncRNA_9727",0.82899011652503,3.93772734122983e-11
"Cluster_12081","lncRNA_9750",0.788319563668681,1.55056232188167e-09
"Cluster_12083","lncRNA_9750",0.809992919397939,2.44158470852627e-10
"Cluster_12087","lncRNA_9750",0.815016923445999,1.53791630700222e-10
"Cluster_3109","lncRNA_9757",0.70801035279965,3.22272563640382e-07
"Cluster_12081","lncRNA_9775",0.761066094948721,1.19456572962239e-08
"Cluster_12083","lncRNA_9775",0.80086600917535,5.46586219976675e-10
"Cluster_12087","lncRNA_9775",0.807872821634642,2.9554145189382e-10
"Cluster_3109","lncRNA_9777",0.707844498528171,3.25237301359385e-07
"Cluster_5685","lncRNA_9811",0.783064029062533,2.35101333917275e-09
"Cluster_1865","lncRNA_9843",0.715902483124831,2.06907669379932e-07
"Cluster_3109","lncRNA_9873",0.897367587117109,4.49693103501037e-15
"Cluster_3109","lncRNA_9892",0.83650871446317,1.79654926447918e-11
"Cluster_12081","lncRNA_9918",0.763173582695182,1.03007393516342e-08
"Cluster_12083","lncRNA_9918",0.8047350980886,3.90413219774847e-10
"Cluster_12087","lncRNA_9918",0.812862018509272,1.87830793825361e-10
"Cluster_3109","lncRNA_9923",0.870708135454759,2.84371009273856e-13
"Cluster_13327","lncRNA_9947",0.701444662606538,4.60907319990682e-07
"Cluster_11565","lncRNA_9949",0.867663764141364,4.30441299067895e-13
"Cluster_12081","lncRNA_9996",0.763173582695182,1.03007393516342e-08
"Cluster_12083","lncRNA_9996",0.8047350980886,3.90413219774847e-10
"Cluster_12087","lncRNA_9996",0.812862018509272,1.87830793825359e-10
"Cluster_3109","lncRNA_10035",0.825599884260238,5.5408717234929e-11
"Cluster_1865","lncRNA_10062",0.755698941606807,1.73043144954729e-08
"Cluster_3109","lncRNA_10062",0.713327449644146,2.3947803875126e-07
"Cluster_2500","lncRNA_10069",0.7728433285649,5.11648623980728e-09
"Cluster_14605","lncRNA_10069",0.706924614117002,3.42144022142751e-07
"Cluster_1819","lncRNA_10141",0.741916725539922,4.29851845751983e-08
"Cluster_3109","lncRNA_10141",0.800428432128172,5.67525753911162e-10
"Cluster_12083","lncRNA_10231",0.722761580684365,1.39075240030733e-07
"Cluster_12087","lncRNA_10231",0.720163446126162,1.61880124309887e-07
"Cluster_11565","lncRNA_10513",0.83552252825034,1.99576204354142e-11
"Cluster_3109","lncRNA_10515",0.823155878644074,7.05594131044816e-11
"Cluster_12081","lncRNA_10540",0.763173582695182,1.03007393516342e-08
"Cluster_12083","lncRNA_10540",0.8047350980886,3.90413219774844e-10
"Cluster_12087","lncRNA_10540",0.812862018509272,1.87830793825357e-10
"Cluster_3109","lncRNA_10550",0.794951563207141,9.01583937932795e-10
"Cluster_3109","lncRNA_10633",0.730608107705035,8.70065896151275e-08
"Cluster_12081","lncRNA_10656",0.718004892289401,1.83411945650333e-07
"Cluster_12083","lncRNA_10656",0.71734611727442,1.90493797967328e-07
"Cluster_12087","lncRNA_10656",0.704646941739925,3.87566775287748e-07
"Cluster_12081","lncRNA_10665",0.763173582695182,1.03007393516342e-08
"Cluster_12083","lncRNA_10665",0.8047350980886,3.90413219774844e-10
"Cluster_12087","lncRNA_10665",0.812862018509272,1.87830793825357e-10
"Cluster_5685","lncRNA_10700",0.853832670158254,2.50821115492303e-12
"Cluster_1865","lncRNA_10746",0.707792262985632,3.26176253738407e-07
"Cluster_3109","lncRNA_10862",0.739376180164467,5.05209441701427e-08
"Cluster_3109","lncRNA_10918",0.704086306712401,3.9957185696145e-07
"Cluster_1865","lncRNA_10953",0.729032317261985,9.57237073257775e-08
"Cluster_11565","lncRNA_11074",0.709695300994631,2.93538585399509e-07
"Cluster_3109","lncRNA_11090",0.751474712602135,2.30130275421857e-08
"Cluster_5685","lncRNA_11207",0.748308130282888,2.83922190294231e-08
"Cluster_1865","lncRNA_11250",0.701437505746418,4.61084715575445e-07
"Cluster_1819","lncRNA_11253",0.726109381836551,1.14074062244887e-07
"Cluster_3109","lncRNA_11253",0.86177542337672,9.32927111850428e-13
"Cluster_11565","lncRNA_11342",0.701638552955727,4.56125344397333e-07
"Cluster_11565","lncRNA_11349",0.735620191894179,6.39336269920103e-08
"Cluster_17245","lncRNA_11503",0.716328795257802,2.01929204560649e-07
"Cluster_11565","lncRNA_11561",0.793874748659881,9.8586940573151e-10
"Cluster_11565","lncRNA_11616",0.720428100069367,1.59407856746731e-07
"Cluster_11565","lncRNA_11701",0.733645857997242,7.22434287492797e-08
"Cluster_11565","lncRNA_11738",0.701453906473585,4.60678287588014e-07
"Cluster_12083","lncRNA_11831",0.704561283758302,3.89379144636113e-07
"Cluster_12087","lncRNA_11831",0.712439120873531,2.51773274227245e-07
"Cluster_12081","lncRNA_12051",0.789045157001868,1.46262774313074e-09
"Cluster_12083","lncRNA_12051",0.753344916443558,2.02982424562696e-08
"Cluster_12087","lncRNA_12051",0.732119567566995,7.93427886302703e-08
"Cluster_3109","lncRNA_12213",0.739838719139053,4.90635658685361e-08
"Cluster_3109","lncRNA_12231",0.808964271835569,2.67944329326553e-10
"Cluster_3109","lncRNA_12248",0.723177132168997,1.35717052653123e-07
"Cluster_11565","lncRNA_12298",0.739251482709635,5.09206683177568e-08
"Cluster_3109","lncRNA_12356",0.725414561640995,1.18891611999132e-07
"Cluster_11565","lncRNA_12823",0.833709162322992,2.41717410482973e-11
"Cluster_11565","lncRNA_12865",0.895615189209321,6.10649165062846e-15
"Cluster_11565","lncRNA_12873",0.780060221153389,2.96726505781824e-09
"Cluster_3109","lncRNA_12885",0.712971690254482,2.44333732190629e-07
"Cluster_12081","lncRNA_12922",0.82001463213035,9.57534124363452e-11
"Cluster_12083","lncRNA_12922",0.815851462866192,1.4223361008076e-10
"Cluster_12087","lncRNA_12922",0.807305114777289,3.10925503338428e-10
"Cluster_14532","lncRNA_12989",0.734267393696873,6.95251476603273e-08
"Cluster_3109","lncRNA_13072",0.787196172287934,1.69649405481958e-09
"Cluster_3109","lncRNA_13110",0.705461642773576,3.70714965025655e-07
"Cluster_3109","lncRNA_13131",0.790911222143407,1.25739118386413e-09
"Cluster_1865","lncRNA_13212",0.715096955882694,2.16626310552766e-07
"Cluster_1865","lncRNA_13230",0.756470618875025,1.64159939459745e-08
"Cluster_5685","lncRNA_13300",0.705692649511177,3.66061527909959e-07
"Cluster_3109","lncRNA_13340",0.858471647238757,1.41793824676606e-12
"Cluster_12081","lncRNA_13423",0.72647243355286,1.11629461527801e-07
"Cluster_11565","lncRNA_13513",0.793881138000345,9.85348278877857e-10
"Cluster_11565","lncRNA_13527",0.767622922616471,7.49616888327812e-09
"Cluster_12081","lncRNA_13528",0.738289295107175,5.41052410452589e-08
"Cluster_3109","lncRNA_13709",0.731467406901548,8.25692759597341e-08
"Cluster_5685","lncRNA_13714",0.83445168340131,2.23542910871521e-11
"Cluster_3109","lncRNA_13725",0.712170655274883,2.55602502929741e-07
"Cluster_1865","lncRNA_14157",0.70916187532357,3.02367973714813e-07
"Cluster_3109","lncRNA_14157",0.780663578796949,2.83253367376178e-09
"Cluster_11565","lncRNA_14233",0.771254259658318,5.75333190302166e-09
"Cluster_3109","lncRNA_14255",0.732958054415594,7.53663292983571e-08
"Cluster_15097","lncRNA_14310",0.704401412717623,3.92782713670587e-07
"Cluster_1865","lncRNA_14340",0.717620382813748,1.87515208936874e-07
"Cluster_3109","lncRNA_14340",0.778022867040031,3.46768721203299e-09
"Cluster_11565","lncRNA_14475",0.750963109413898,2.38124300913807e-08
"Cluster_5685","lncRNA_14652",0.853832670158254,2.50821115492303e-12
"Cluster_13647","lncRNA_14820",0.738860004263,5.21947405329008e-08
"Cluster_1819","lncRNA_14843",0.728233808963673,1.00443936349865e-07
"Cluster_14605","lncRNA_14843",0.758665800717093,1.41155742836784e-08
"Cluster_3109","lncRNA_14846",0.716137176191358,2.04153037798126e-07
"Cluster_3109","lncRNA_15080",0.746654694051291,3.1644878766601e-08
"Cluster_3109","lncRNA_15115",0.741715001934345,4.35430204343689e-08
"Cluster_5685","lncRNA_15186",0.761926104352788,1.12469103105965e-08
"Cluster_5685","lncRNA_15219",0.713964758501954,2.31002259338854e-07
"Cluster_1819","lncRNA_15268",0.705705679276794,3.65800670983106e-07
"Cluster_3109","lncRNA_15268",0.795616302342222,8.52965319916566e-10
"Cluster_11565","lncRNA_15389",0.830108022392045,3.51256445183522e-11
"Cluster_11565","lncRNA_15419",0.711441266862481,2.66279993071567e-07
"Cluster_10452","lncRNA_15458",0.733246033615929,7.40438481563018e-08
"Cluster_11565","lncRNA_15697",0.846376700668425,6.02830705529625e-12
"Cluster_1865","lncRNA_15723",0.700457699741655,4.85975710533997e-07
"Cluster_12081","lncRNA_15732",0.716548342663454,1.99408841060875e-07
"Cluster_12083","lncRNA_15732",0.712793440755355,2.46800756960877e-07
"Cluster_12087","lncRNA_15732",0.73377059075707,7.16901243776349e-08
"Cluster_1865","lncRNA_15738",0.711595585167089,2.63987081319918e-07
"Cluster_3109","lncRNA_15787",0.724097925400759,1.2854192809869e-07
"Cluster_13647","lncRNA_15880",0.738919945461444,5.19977604478494e-08
"Cluster_3109","lncRNA_15901",0.825406254865318,5.64877092831576e-11
"Cluster_15097","lncRNA_15904",0.712327040063475,2.5336542162019e-07
"Cluster_1865","lncRNA_15909",0.720894745047983,1.55133741430486e-07
"Cluster_3109","lncRNA_15909",0.747565878102923,2.98118925560455e-08
"Cluster_11565","lncRNA_16062",0.841281863409531,1.06920467350901e-11
"Cluster_3109","lncRNA_16134",0.897367587117109,4.49693103501029e-15
"Cluster_3109","lncRNA_16178",0.86589217118453,5.45312635742814e-13
"Cluster_11565","lncRNA_16311",0.726032323235137,1.14599280700509e-07
"Cluster_1865","lncRNA_16375",0.737441337224421,5.70640769638024e-08
"Cluster_12081","lncRNA_16582",0.8220413117417,7.8686263134258e-11
"Cluster_12083","lncRNA_16582",0.79110600834911,1.23759388557672e-09
"Cluster_12087","lncRNA_16582",0.780606046148906,2.84513034676946e-09
"Cluster_11565","lncRNA_16698",0.851917796677197,3.15606375633942e-12
"Cluster_11565","lncRNA_16827",0.800310465739087,5.73297806809978e-10
"Cluster_5685","lncRNA_16880",0.773622704526019,4.82875161063454e-09
"Cluster_12081","lncRNA_16918",0.76995415952665,6.32851840078945e-09
"Cluster_12083","lncRNA_16918",0.802245826669016,4.85188634364578e-10
"Cluster_12087","lncRNA_16918",0.811954889320269,2.04168638693015e-10
"Cluster_1865","lncRNA_16953",0.712674747940938,2.48456269783539e-07
"Cluster_17245","lncRNA_17011",0.715536423437681,2.11272974638206e-07
"Cluster_3109","lncRNA_17138",0.705447237943803,3.71006942916022e-07
"Cluster_1865","lncRNA_17150",0.720282148757914,1.60766900674858e-07
"Cluster_11565","lncRNA_17168",0.717433570346859,1.89539310530069e-07
"Cluster_5685","lncRNA_17229",0.742269449397607,4.20257060025758e-08
"Cluster_11565","lncRNA_17231",0.858627994913134,1.39045481989639e-12
"Cluster_3109","lncRNA_17334",0.836561700421433,1.78639241518411e-11
"Cluster_5685","lncRNA_17365",0.893415110672622,8.89858301013506e-15
"Cluster_11565","lncRNA_17395",0.85205705380711,3.10410530732792e-12
"Cluster_1865","lncRNA_17465",0.733918754945156,7.10379920040185e-08
"Cluster_3109","lncRNA_17473",0.794704655858966,9.20292835383667e-10
"Cluster_3109","lncRNA_17485",0.798903556072129,6.46502129868204e-10
"Cluster_12081","lncRNA_17546",0.785124215343868,1.99982196558681e-09
"Cluster_12083","lncRNA_17546",0.820231348202153,9.37753151386796e-11
"Cluster_12087","lncRNA_17546",0.842363738496685,9.4830726706388e-12
"Cluster_3109","lncRNA_17610",0.821588721019176,8.22300379925087e-11
"Cluster_12087","lncRNA_17967",0.705712727294676,3.65659640786813e-07
"Cluster_11565","lncRNA_17987",0.75385521776202,1.96110168601112e-08
"Cluster_1865","lncRNA_18040",0.71275941077102,2.47274355609105e-07
"Cluster_12081","lncRNA_18217",0.703156773824832,4.20236669213924e-07
"Cluster_12081","lncRNA_18218",0.763173582695182,1.03007393516342e-08
