gene,n_regulators,r2_base_model,r2_full_model,improvement_from_regulators,has_significant_interactions,interaction_p_value,regulator_types,CpG_count,lncRNA_count,miRNA_count
gene-Peve_00032197,70,0.43450178635529857,1,0.5654982136447014,FALSE,1,"['mirna_Cluster_3165', 'mirna_Cluster_4160', 'mirna_Cluster_6234', 'mirna_Cluster_9197', 'mirna_Cluster_8071', 'mirna_Cluster_7882', 'mirna_Cluster_5613', 'mirna_Cluster_9196', 'mirna_Cluster_6919', 'mirna_Cluster_15329', 'mirna_Cluster_4161', 'mirna_Cluster_3652', 'mirna_Cluster_6356', 'mirna_Cluster_14747', 'mirna_Cluster_10059', 'lncrna_lncRNA_16507', 'lncrna_lncRNA_16506', 'lncrna_lncRNA_16505', 'lncrna_lncRNA_16498', 'lncrna_lncRNA_22288', 'lncrna_lncRNA_13992', 'lncrna_lncRNA_13993', 'lncrna_lncRNA_15169', 'lncrna_lncRNA_15168', 'lncrna_lncRNA_21245', 'lncrna_lncRNA_14112', 'lncrna_lncRNA_18988', 'lncrna_lncRNA_6958', 'lncrna_lncRNA_4307', 'lncrna_lncRNA_4306', 'lncrna_lncRNA_4305', 'lncrna_lncRNA_4304', 'lncrna_lncRNA_5858', 'lncrna_lncRNA_1997', 'lncrna_lncRNA_1996', 'lncrna_lncRNA_24037', 'lncrna_lncRNA_24036', 'lncrna_lncRNA_13921', 'lncrna_lncRNA_19718', 'lncrna_lncRNA_13922', 'lncrna_lncRNA_2725', 'lncrna_lncRNA_17045', 'lncrna_lncRNA_4142', 'lncrna_lncRNA_15189', 'lncrna_lncRNA_14632', 'methylation_CpG_Porites_evermani_scaffold_2606_52709', 'methylation_CpG_Porites_evermani_scaffold_345_19720', 'methylation_CpG_Porites_evermani_scaffold_2947_3309', 'methylation_CpG_Porites_evermani_scaffold_332_166333', 'methylation_CpG_Porites_evermani_scaffold_714_109636', 'methylation_CpG_Porites_evermani_scaffold_1251_105820', 'methylation_CpG_Porites_evermani_scaffold_1065_96409', 'methylation_CpG_Porites_evermani_scaffold_207_193453', 'methylation_CpG_Porites_evermani_scaffold_57_443385', 'methylation_CpG_Porites_evermani_scaffold_3073_49614', 'methylation_CpG_Porites_evermani_scaffold_3_463626', 'methylation_CpG_Porites_evermani_scaffold_332_166290', 'methylation_CpG_Porites_evermani_scaffold_137_52142', 'methylation_CpG_Porites_evermani_scaffold_2196_36145', 'methylation_CpG_Porites_evermani_scaffold_1311_132968', 'methylation_CpG_Porites_evermani_scaffold_1008_68051', 'methylation_CpG_Porites_evermani_scaffold_1852_86816', 'methylation_CpG_Porites_evermani_scaffold_1816_46619', 'methylation_CpG_Porites_evermani_scaffold_2947_3348', 'methylation_CpG_Porites_evermani_scaffold_1575_113664', 'methylation_CpG_Porites_evermani_scaffold_1311_132999', 'methylation_CpG_Porites_evermani_scaffold_293_168865', 'methylation_CpG_Porites_evermani_scaffold_466_23206', 'methylation_CpG_Porites_evermani_scaffold_852_92509', 'methylation_CpG_Porites_evermani_scaffold_1465_66710']",1,1,1
gene-Peve_00032419,55,0.8728892523582066,1,0.12711074764179342,FALSE,1,"['lncrna_lncRNA_3725', 'lncrna_lncRNA_13443', 'lncrna_lncRNA_17857', 'lncrna_lncRNA_7403', 'lncrna_lncRNA_23580', 'lncrna_lncRNA_5683', 'lncrna_lncRNA_9889', 'lncrna_lncRNA_22242', 'lncrna_lncRNA_740', 'lncrna_lncRNA_8239', 'lncrna_lncRNA_8240', 'lncrna_lncRNA_8241', 'lncrna_lncRNA_4887', 'lncrna_lncRNA_4885', 'lncrna_lncRNA_4886', 'lncrna_lncRNA_22594', 'lncrna_lncRNA_18161', 'lncrna_lncRNA_5064', 'lncrna_lncRNA_4888', 'lncrna_lncRNA_18094', 'lncrna_lncRNA_9380', 'lncrna_lncRNA_9381', 'lncrna_lncRNA_9382', 'lncrna_lncRNA_15303', 'lncrna_lncRNA_15302', 'lncrna_lncRNA_4633', 'lncrna_lncRNA_9222', 'lncrna_lncRNA_4632', 'lncrna_lncRNA_21710', 'lncrna_lncRNA_17532', 'methylation_CpG_Porites_evermani_scaffold_3629_1691', 'methylation_CpG_Porites_evermani_scaffold_202_145871', 'methylation_CpG_Porites_evermani_scaffold_1590_84697', 'methylation_CpG_Porites_evermani_scaffold_815_85787', 'methylation_CpG_Porites_evermani_scaffold_2909_32682', 'methylation_CpG_Porites_evermani_scaffold_415_230488', 'methylation_CpG_Porites_evermani_scaffold_2983_3106', 'methylation_CpG_Porites_evermani_scaffold_2983_3119', 'methylation_CpG_Porites_evermani_scaffold_1998_79587', 'methylation_CpG_Porites_evermani_scaffold_521_122292', 'methylation_CpG_Porites_evermani_scaffold_202_147830', 'methylation_CpG_Porites_evermani_scaffold_102_242629', 'methylation_CpG_Porites_evermani_scaffold_2606_57817', 'methylation_CpG_Porites_evermani_scaffold_1050_69086', 'methylation_CpG_Porites_evermani_scaffold_3629_4263', 'methylation_CpG_Porites_evermani_scaffold_395_266339', 'methylation_CpG_Porites_evermani_scaffold_1520_48011', 'methylation_CpG_Porites_evermani_scaffold_60_433245', 'methylation_CpG_Porites_evermani_scaffold_202_145856', 'methylation_CpG_Porites_evermani_scaffold_223_122188', 'methylation_CpG_Porites_evermani_scaffold_915_38413', 'methylation_CpG_Porites_evermani_scaffold_405_263329', 'methylation_CpG_Porites_evermani_scaffold_156_304787', 'methylation_CpG_Porites_evermani_scaffold_1741_103707', 'methylation_CpG_Porites_evermani_scaffold_3073_47827']",1,1,0
gene-Peve_00019361,66,0.17751621350221936,1,0.8224837864977806,FALSE,1,"['mirna_Cluster_5058', 'mirna_Cluster_661', 'mirna_Cluster_2454', 'mirna_Cluster_9535', 'mirna_Cluster_11615', 'mirna_Cluster_6236', 'mirna_Cluster_4161', 'mirna_Cluster_4160', 'mirna_Cluster_3676', 'mirna_Cluster_6234', 'mirna_Cluster_5613', 'lncrna_lncRNA_7985', 'lncrna_lncRNA_7986', 'lncrna_lncRNA_14318', 'lncrna_lncRNA_057', 'lncrna_lncRNA_9889', 'lncrna_lncRNA_18178', 'lncrna_lncRNA_9949', 'lncrna_lncRNA_4907', 'lncrna_lncRNA_4921', 'lncrna_lncRNA_4633', 'lncrna_lncRNA_4632', 'lncrna_lncRNA_9222', 'lncrna_lncRNA_15302', 'lncrna_lncRNA_15303', 'lncrna_lncRNA_1710', 'lncrna_lncRNA_18613', 'lncrna_lncRNA_7506', 'lncrna_lncRNA_5136', 'lncrna_lncRNA_24155', 'lncrna_lncRNA_5137', 'lncrna_lncRNA_5199', 'lncrna_lncRNA_21383', 'lncrna_lncRNA_16742', 'lncrna_lncRNA_23580', 'lncrna_lncRNA_775', 'lncrna_lncRNA_14529', 'lncrna_lncRNA_17773', 'lncrna_lncRNA_17031', 'lncrna_lncRNA_6751', 'lncrna_lncRNA_18116', 'methylation_CpG_Porites_evermani_scaffold_873_101066', 'methylation_CpG_Porites_evermani_scaffold_202_145871', 'methylation_CpG_Porites_evermani_scaffold_202_145856', 'methylation_CpG_Porites_evermani_scaffold_261_6256', 'methylation_CpG_Porites_evermani_scaffold_5544_10248', 'methylation_CpG_Porites_evermani_scaffold_665_210594', 'methylation_CpG_Porites_evermani_scaffold_497_132101', 'methylation_CpG_Porites_evermani_scaffold_865_27468', 'methylation_CpG_Porites_evermani_scaffold_3095_27179', 'methylation_CpG_Porites_evermani_scaffold_86_219942', 'methylation_CpG_Porites_evermani_scaffold_635_152590', 'methylation_CpG_Porites_evermani_scaffold_181_5261', 'methylation_CpG_Porites_evermani_scaffold_2483_2968', 'methylation_CpG_Porites_evermani_scaffold_38_528884', 'methylation_CpG_Porites_evermani_scaffold_665_210543', 'methylation_CpG_Porites_evermani_scaffold_1719_31056', 'methylation_CpG_Porites_evermani_scaffold_19_322962', 'methylation_CpG_Porites_evermani_scaffold_58_153305', 'methylation_CpG_Porites_evermani_scaffold_2551_416', 'methylation_CpG_Porites_evermani_scaffold_678_166987', 'methylation_CpG_Porites_evermani_scaffold_1106_148194', 'methylation_CpG_Porites_evermani_scaffold_38_528903', 'methylation_CpG_Porites_evermani_scaffold_2745_5699', 'methylation_CpG_Porites_evermani_scaffold_30_855002', 'methylation_CpG_Porites_evermani_scaffold_1374_27911']",1,1,1
gene-Peve_00021857,56,0.10987064843985872,1,0.8901293515601413,FALSE,1,"['mirna_Cluster_3653', 'lncrna_lncRNA_14221', 'lncrna_lncRNA_10659', 'lncrna_lncRNA_15180', 'lncrna_lncRNA_15952', 'lncrna_lncRNA_10033', 'lncrna_lncRNA_13832', 'lncrna_lncRNA_24180', 'lncrna_lncRNA_24179', 'lncrna_lncRNA_17672', 'lncrna_lncRNA_5431', 'lncrna_lncRNA_18073', 'lncrna_lncRNA_21927', 'lncrna_lncRNA_3723', 'lncrna_lncRNA_17532', 'lncrna_lncRNA_23025', 'lncrna_lncRNA_19311', 'lncrna_lncRNA_18080', 'lncrna_lncRNA_19310', 'lncrna_lncRNA_9029', 'lncrna_lncRNA_360', 'lncrna_lncRNA_22043', 'lncrna_lncRNA_14204', 'lncrna_lncRNA_14205', 'lncrna_lncRNA_836', 'lncrna_lncRNA_837', 'lncrna_lncRNA_17244', 'lncrna_lncRNA_11100', 'lncrna_lncRNA_602', 'lncrna_lncRNA_7535', 'lncrna_lncRNA_8782', 'methylation_CpG_Porites_evermani_scaffold_3064_47336', 'methylation_CpG_Porites_evermani_scaffold_1050_69086', 'methylation_CpG_Porites_evermani_scaffold_207_356285', 'methylation_CpG_Porites_evermani_scaffold_22_770779', 'methylation_CpG_Porites_evermani_scaffold_1026_139764', 'methylation_CpG_Porites_evermani_scaffold_1916_85732', 'methylation_CpG_Porites_evermani_scaffold_3312_3629', 'methylation_CpG_Porites_evermani_scaffold_973_118614', 'methylation_CpG_Porites_evermani_scaffold_2507_56538', 'methylation_CpG_Porites_evermani_scaffold_883_154583', 'methylation_CpG_Porites_evermani_scaffold_101_322094', 'methylation_CpG_Porites_evermani_scaffold_2163_18347', 'methylation_CpG_Porites_evermani_scaffold_34_316', 'methylation_CpG_Porites_evermani_scaffold_27_29530', 'methylation_CpG_Porites_evermani_scaffold_628_213432', 'methylation_CpG_Porites_evermani_scaffold_978_104933', 'methylation_CpG_Porites_evermani_scaffold_978_105037', 'methylation_CpG_Porites_evermani_scaffold_991_16987', 'methylation_CpG_Porites_evermani_scaffold_516_201148', 'methylation_CpG_Porites_evermani_scaffold_1050_69065', 'methylation_CpG_Porites_evermani_scaffold_3312_3625', 'methylation_CpG_Porites_evermani_scaffold_883_154643', 'methylation_CpG_Porites_evermani_scaffold_1054_47938', 'methylation_CpG_Porites_evermani_scaffold_325_29786', 'methylation_CpG_Porites_evermani_scaffold_792_170818']",1,1,1
gene-Peve_00034272,63,0.20543432147988483,1,0.7945656785201152,FALSE,1,"['mirna_Cluster_11615', 'mirna_Cluster_9535', 'mirna_Cluster_3676', 'mirna_Cluster_5058', 'mirna_Cluster_491', 'mirna_Cluster_6099', 'mirna_Cluster_5257', 'mirna_Cluster_5613', 'lncrna_lncRNA_19259', 'lncrna_lncRNA_11677', 'lncrna_lncRNA_8581', 'lncrna_lncRNA_8582', 'lncrna_lncRNA_23034', 'lncrna_lncRNA_24100', 'lncrna_lncRNA_5683', 'lncrna_lncRNA_13320', 'lncrna_lncRNA_13319', 'lncrna_lncRNA_2194', 'lncrna_lncRNA_23035', 'lncrna_lncRNA_24101', 'lncrna_lncRNA_15299', 'lncrna_lncRNA_10588', 'lncrna_lncRNA_8959', 'lncrna_lncRNA_2755', 'lncrna_lncRNA_9159', 'lncrna_lncRNA_9160', 'lncrna_lncRNA_14647', 'lncrna_lncRNA_9162', 'lncrna_lncRNA_9163', 'lncrna_lncRNA_9161', 'lncrna_lncRNA_7003', 'lncrna_lncRNA_7004', 'lncrna_lncRNA_9064', 'lncrna_lncRNA_802', 'lncrna_lncRNA_801', 'lncrna_lncRNA_12685', 'lncrna_lncRNA_21594', 'lncrna_lncRNA_6887', 'methylation_CpG_Porites_evermani_scaffold_2386_55967', 'methylation_CpG_Porites_evermani_scaffold_113_189480', 'methylation_CpG_Porites_evermani_scaffold_259_88019', 'methylation_CpG_Porites_evermani_scaffold_3885_17401', 'methylation_CpG_Porites_evermani_scaffold_3885_17385', 'methylation_CpG_Porites_evermani_scaffold_131_285866', 'methylation_CpG_Porites_evermani_scaffold_942_135887', 'methylation_CpG_Porites_evermani_scaffold_3885_17396', 'methylation_CpG_Porites_evermani_scaffold_259_88011', 'methylation_CpG_Porites_evermani_scaffold_151_39563', 'methylation_CpG_Porites_evermani_scaffold_1775_97803', 'methylation_CpG_Porites_evermani_scaffold_2805_17960', 'methylation_CpG_Porites_evermani_scaffold_28_103793', 'methylation_CpG_Porites_evermani_scaffold_18_1027071', 'methylation_CpG_Porites_evermani_scaffold_415_163831', 'methylation_CpG_Porites_evermani_scaffold_28_178538', 'methylation_CpG_Porites_evermani_scaffold_3003_35296', 'methylation_CpG_Porites_evermani_scaffold_393_158206', 'methylation_CpG_Porites_evermani_scaffold_2236_38823', 'methylation_CpG_Porites_evermani_scaffold_2236_38815', 'methylation_CpG_Porites_evermani_scaffold_12_922487', 'methylation_CpG_Porites_evermani_scaffold_1197_53753', 'methylation_CpG_Porites_evermani_scaffold_86_120267', 'methylation_CpG_Porites_evermani_scaffold_5979_340', 'methylation_CpG_Porites_evermani_scaffold_173_80452']",1,1,1
gene-Peve_00035999,57,0.11852421089899244,1,0.8814757891010075,FALSE,1,"['mirna_Cluster_3676', 'mirna_Cluster_5058', 'lncrna_lncRNA_23580', 'lncrna_lncRNA_9889', 'lncrna_lncRNA_14529', 'lncrna_lncRNA_21383', 'lncrna_lncRNA_17857', 'lncrna_lncRNA_13443', 'lncrna_lncRNA_7403', 'lncrna_lncRNA_5064', 'lncrna_lncRNA_4633', 'lncrna_lncRNA_4632', 'lncrna_lncRNA_1710', 'lncrna_lncRNA_7985', 'lncrna_lncRNA_2755', 'lncrna_lncRNA_5683', 'lncrna_lncRNA_3725', 'lncrna_lncRNA_7986', 'lncrna_lncRNA_5137', 'lncrna_lncRNA_5136', 'lncrna_lncRNA_15303', 'lncrna_lncRNA_15302', 'lncrna_lncRNA_9386', 'lncrna_lncRNA_9384', 'lncrna_lncRNA_9385', 'lncrna_lncRNA_9387', 'lncrna_lncRNA_9064', 'lncrna_lncRNA_8239', 'lncrna_lncRNA_8240', 'lncrna_lncRNA_8241', 'lncrna_lncRNA_9949', 'lncrna_lncRNA_9383', 'methylation_CpG_Porites_evermani_scaffold_3073_47827', 'methylation_CpG_Porites_evermani_scaffold_193_210729', 'methylation_CpG_Porites_evermani_scaffold_52_249589', 'methylation_CpG_Porites_evermani_scaffold_328_209448', 'methylation_CpG_Porites_evermani_scaffold_202_147830', 'methylation_CpG_Porites_evermani_scaffold_259_88011', 'methylation_CpG_Porites_evermani_scaffold_259_88019', 'methylation_CpG_Porites_evermani_scaffold_2909_32682', 'methylation_CpG_Porites_evermani_scaffold_102_242629', 'methylation_CpG_Porites_evermani_scaffold_405_269037', 'methylation_CpG_Porites_evermani_scaffold_39_161973', 'methylation_CpG_Porites_evermani_scaffold_2517_2325', 'methylation_CpG_Porites_evermani_scaffold_2517_2355', 'methylation_CpG_Porites_evermani_scaffold_815_85787', 'methylation_CpG_Porites_evermani_scaffold_174_194591', 'methylation_CpG_Porites_evermani_scaffold_1775_97803', 'methylation_CpG_Porites_evermani_scaffold_831_25880', 'methylation_CpG_Porites_evermani_scaffold_115_40521', 'methylation_CpG_Porites_evermani_scaffold_202_145871', 'methylation_CpG_Porites_evermani_scaffold_488_35646', 'methylation_CpG_Porites_evermani_scaffold_488_35730', 'methylation_CpG_Porites_evermani_scaffold_289_136776', 'methylation_CpG_Porites_evermani_scaffold_261_831', 'methylation_CpG_Porites_evermani_scaffold_1957_68817', 'methylation_CpG_Porites_evermani_scaffold_3048_11501']",1,1,1
gene-Peve_00039152,59,0.1492818479073439,1,0.8507181520926561,FALSE,1,"['mirna_Cluster_3676', 'mirna_Cluster_981', 'mirna_Cluster_6099', 'mirna_Cluster_4161', 'lncrna_lncRNA_16767', 'lncrna_lncRNA_4158', 'lncrna_lncRNA_19098', 'lncrna_lncRNA_17331', 'lncrna_lncRNA_1479', 'lncrna_lncRNA_21968', 'lncrna_lncRNA_11425', 'lncrna_lncRNA_5658', 'lncrna_lncRNA_23804', 'lncrna_lncRNA_1478', 'lncrna_lncRNA_6164', 'lncrna_lncRNA_6165', 'lncrna_lncRNA_12685', 'lncrna_lncRNA_7403', 'lncrna_lncRNA_13136', 'lncrna_lncRNA_9392', 'lncrna_lncRNA_1866', 'lncrna_lncRNA_16857', 'lncrna_lncRNA_5655', 'lncrna_lncRNA_5657', 'lncrna_lncRNA_3244', 'lncrna_lncRNA_23813', 'lncrna_lncRNA_23805', 'lncrna_lncRNA_23806', 'lncrna_lncRNA_23814', 'lncrna_lncRNA_13320', 'lncrna_lncRNA_21594', 'lncrna_lncRNA_13319', 'lncrna_lncRNA_4979', 'lncrna_lncRNA_19111', 'methylation_CpG_Porites_evermani_scaffold_1155_108994', 'methylation_CpG_Porites_evermani_scaffold_1155_108988', 'methylation_CpG_Porites_evermani_scaffold_773_15136', 'methylation_CpG_Porites_evermani_scaffold_3466_8075', 'methylation_CpG_Porites_evermani_scaffold_1655_42522', 'methylation_CpG_Porites_evermani_scaffold_1682_13971', 'methylation_CpG_Porites_evermani_scaffold_1896_92874', 'methylation_CpG_Porites_evermani_scaffold_4516_14465', 'methylation_CpG_Porites_evermani_scaffold_20_482133', 'methylation_CpG_Porites_evermani_scaffold_1682_13979', 'methylation_CpG_Porites_evermani_scaffold_1810_92021', 'methylation_CpG_Porites_evermani_scaffold_2014_79375', 'methylation_CpG_Porites_evermani_scaffold_807_153422', 'methylation_CpG_Porites_evermani_scaffold_2517_66567', 'methylation_CpG_Porites_evermani_scaffold_1152_145771', 'methylation_CpG_Porites_evermani_scaffold_1195_38407', 'methylation_CpG_Porites_evermani_scaffold_1238_43007', 'methylation_CpG_Porites_evermani_scaffold_1125_39402', 'methylation_CpG_Porites_evermani_scaffold_865_29089', 'methylation_CpG_Porites_evermani_scaffold_646_76455', 'methylation_CpG_Porites_evermani_scaffold_878_82713', 'methylation_CpG_Porites_evermani_scaffold_6_1283474', 'methylation_CpG_Porites_evermani_scaffold_1238_43015', 'methylation_CpG_Porites_evermani_scaffold_1299_126407', 'methylation_CpG_Porites_evermani_scaffold_731_59987']",1,1,1
gene-Peve_00039168,55,0.7397034319389595,1,0.2602965680610405,FALSE,1,"['lncrna_lncRNA_23579', 'lncrna_lncRNA_18094', 'lncrna_lncRNA_17857', 'lncrna_lncRNA_17194', 'lncrna_lncRNA_23580', 'lncrna_lncRNA_9890', 'lncrna_lncRNA_6267', 'lncrna_lncRNA_5147', 'lncrna_lncRNA_22338', 'lncrna_lncRNA_23643', 'lncrna_lncRNA_20064', 'lncrna_lncRNA_3455', 'lncrna_lncRNA_4002', 'lncrna_lncRNA_4003', 'lncrna_lncRNA_18161', 'lncrna_lncRNA_15372', 'lncrna_lncRNA_6300', 'lncrna_lncRNA_4888', 'lncrna_lncRNA_23644', 'lncrna_lncRNA_9169', 'lncrna_lncRNA_6750', 'lncrna_lncRNA_14434', 'lncrna_lncRNA_23401', 'lncrna_lncRNA_4885', 'lncrna_lncRNA_4886', 'lncrna_lncRNA_4887', 'lncrna_lncRNA_080', 'lncrna_lncRNA_4642', 'lncrna_lncRNA_14508', 'lncrna_lncRNA_23332', 'methylation_CpG_Porites_evermani_scaffold_1465_41899', 'methylation_CpG_Porites_evermani_scaffold_3629_1691', 'methylation_CpG_Porites_evermani_scaffold_207_108176', 'methylation_CpG_Porites_evermani_scaffold_395_266339', 'methylation_CpG_Porites_evermani_scaffold_1535_44252', 'methylation_CpG_Porites_evermani_scaffold_1439_115281', 'methylation_CpG_Porites_evermani_scaffold_1590_84697', 'methylation_CpG_Porites_evermani_scaffold_1714_32596', 'methylation_CpG_Porites_evermani_scaffold_1741_103707', 'methylation_CpG_Porites_evermani_scaffold_235_79791', 'methylation_CpG_Porites_evermani_scaffold_408_207349', 'methylation_CpG_Porites_evermani_scaffold_156_304787', 'methylation_CpG_Porites_evermani_scaffold_1068_9777', 'methylation_CpG_Porites_evermani_scaffold_547_3034', 'methylation_CpG_Porites_evermani_scaffold_915_38413', 'methylation_CpG_Porites_evermani_scaffold_85_95630', 'methylation_CpG_Porites_evermani_scaffold_415_244490', 'methylation_CpG_Porites_evermani_scaffold_3930_33584', 'methylation_CpG_Porites_evermani_scaffold_1091_134789', 'methylation_CpG_Porites_evermani_scaffold_2983_3106', 'methylation_CpG_Porites_evermani_scaffold_521_122292', 'methylation_CpG_Porites_evermani_scaffold_1465_67496', 'methylation_CpG_Porites_evermani_scaffold_521_122289', 'methylation_CpG_Porites_evermani_scaffold_345_22872', 'methylation_CpG_Porites_evermani_scaffold_19_27166']",1,1,0
gene-Peve_00037800,55,0.863784962776138,1,0.13621503722386197,FALSE,1,"['lncrna_lncRNA_19845', 'lncrna_lncRNA_2015', 'lncrna_lncRNA_10989', 'lncrna_lncRNA_10990', 'lncrna_lncRNA_922', 'lncrna_lncRNA_10803', 'lncrna_lncRNA_10802', 'lncrna_lncRNA_21175', 'lncrna_lncRNA_4411', 'lncrna_lncRNA_548', 'lncrna_lncRNA_22023', 'lncrna_lncRNA_22056', 'lncrna_lncRNA_3841', 'lncrna_lncRNA_22131', 'lncrna_lncRNA_263', 'lncrna_lncRNA_13552', 'lncrna_lncRNA_11640', 'lncrna_lncRNA_22055', 'lncrna_lncRNA_17147', 'lncrna_lncRNA_22813', 'lncrna_lncRNA_11639', 'lncrna_lncRNA_18737', 'lncrna_lncRNA_18740', 'lncrna_lncRNA_8709', 'lncrna_lncRNA_22132', 'lncrna_lncRNA_554', 'lncrna_lncRNA_8650', 'lncrna_lncRNA_21451', 'lncrna_lncRNA_21336', 'lncrna_lncRNA_21340', 'methylation_CpG_Porites_evermani_scaffold_329_291784', 'methylation_CpG_Porites_evermani_scaffold_399_103703', 'methylation_CpG_Porites_evermani_scaffold_229_38845', 'methylation_CpG_Porites_evermani_scaffold_399_103689', 'methylation_CpG_Porites_evermani_scaffold_405_263168', 'methylation_CpG_Porites_evermani_scaffold_703_121931', 'methylation_CpG_Porites_evermani_scaffold_37_124153', 'methylation_CpG_Porites_evermani_scaffold_226_234812', 'methylation_CpG_Porites_evermani_scaffold_2954_46646', 'methylation_CpG_Porites_evermani_scaffold_395_182859', 'methylation_CpG_Porites_evermani_scaffold_13_749916', 'methylation_CpG_Porites_evermani_scaffold_1520_15176', 'methylation_CpG_Porites_evermani_scaffold_198_298301', 'methylation_CpG_Porites_evermani_scaffold_4_1285773', 'methylation_CpG_Porites_evermani_scaffold_1549_6611', 'methylation_CpG_Porites_evermani_scaffold_13_750079', 'methylation_CpG_Porites_evermani_scaffold_2954_46838', 'methylation_CpG_Porites_evermani_scaffold_382_66974', 'methylation_CpG_Porites_evermani_scaffold_1815_84061', 'methylation_CpG_Porites_evermani_scaffold_4122_10684', 'methylation_CpG_Porites_evermani_scaffold_736_113676', 'methylation_CpG_Porites_evermani_scaffold_1930_79378', 'methylation_CpG_Porites_evermani_scaffold_4_1286021', 'methylation_CpG_Porites_evermani_scaffold_399_103715', 'methylation_CpG_Porites_evermani_scaffold_3212_42308']",1,1,0
gene-Peve_00038462,55,0.7782900174987718,1,0.2217099825012282,FALSE,1,"['lncrna_lncRNA_22590', 'lncrna_lncRNA_22589', 'lncrna_lncRNA_189', 'lncrna_lncRNA_17497', 'lncrna_lncRNA_6310', 'lncrna_lncRNA_11282', 'lncrna_lncRNA_17940', 'lncrna_lncRNA_17496', 'lncrna_lncRNA_17495', 'lncrna_lncRNA_22021', 'lncrna_lncRNA_20461', 'lncrna_lncRNA_20458', 'lncrna_lncRNA_15685', 'lncrna_lncRNA_15686', 'lncrna_lncRNA_21734', 'lncrna_lncRNA_14382', 'lncrna_lncRNA_17302', 'lncrna_lncRNA_7109', 'lncrna_lncRNA_16399', 'lncrna_lncRNA_9028', 'lncrna_lncRNA_17492', 'lncrna_lncRNA_12545', 'lncrna_lncRNA_17303', 'lncrna_lncRNA_6947', 'lncrna_lncRNA_18734', 'lncrna_lncRNA_8834', 'lncrna_lncRNA_8835', 'lncrna_lncRNA_21880', 'lncrna_lncRNA_20477', 'lncrna_lncRNA_21879', 'methylation_CpG_Porites_evermani_scaffold_1819_46932', 'methylation_CpG_Porites_evermani_scaffold_1819_46940', 'methylation_CpG_Porites_evermani_scaffold_2172_47944', 'methylation_CpG_Porites_evermani_scaffold_128_258102', 'methylation_CpG_Porites_evermani_scaffold_4242_21852', 'methylation_CpG_Porites_evermani_scaffold_1993_18942', 'methylation_CpG_Porites_evermani_scaffold_1607_44647', 'methylation_CpG_Porites_evermani_scaffold_23_787120', 'methylation_CpG_Porites_evermani_scaffold_1819_47138', 'methylation_CpG_Porites_evermani_scaffold_1104_55988', 'methylation_CpG_Porites_evermani_scaffold_1008_68227', 'methylation_CpG_Porites_evermani_scaffold_6251_3181', 'methylation_CpG_Porites_evermani_scaffold_1993_18959', 'methylation_CpG_Porites_evermani_scaffold_105_215226', 'methylation_CpG_Porites_evermani_scaffold_4446_5030', 'methylation_CpG_Porites_evermani_scaffold_1584_44057', 'methylation_CpG_Porites_evermani_scaffold_190_355325', 'methylation_CpG_Porites_evermani_scaffold_163_304215', 'methylation_CpG_Porites_evermani_scaffold_4446_4825', 'methylation_CpG_Porites_evermani_scaffold_211_260129', 'methylation_CpG_Porites_evermani_scaffold_105_215247', 'methylation_CpG_Porites_evermani_scaffold_16_731854', 'methylation_CpG_Porites_evermani_scaffold_1819_47122', 'methylation_CpG_Porites_evermani_scaffold_190_355281', 'methylation_CpG_Porites_evermani_scaffold_831_26146']",1,1,0
