readfile	mapping_type	sequence_length	sequence_count	read_count
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A4-fastp-adapters-polyG-31bp-merged_condensed.bam	H	21	636	2198
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A4-fastp-adapters-polyG-31bp-merged_condensed.bam	H	22	672	3383
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A4-fastp-adapters-polyG-31bp-merged_condensed.bam	H	23	711	3085
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A4-fastp-adapters-polyG-31bp-merged_condensed.bam	H	24	753	5989
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A4-fastp-adapters-polyG-31bp-merged_condensed.bam	H	>24	4115	20294
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A4-fastp-adapters-polyG-31bp-merged_condensed.bam	N	<21	35351	73666
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A4-fastp-adapters-polyG-31bp-merged_condensed.bam	N	21	16936	42614
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A4-fastp-adapters-polyG-31bp-merged_condensed.bam	N	22	18500	40405
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A4-fastp-adapters-polyG-31bp-merged_condensed.bam	N	23	20736	50044
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A4-fastp-adapters-polyG-31bp-merged_condensed.bam	N	24	21480	44364
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A4-fastp-adapters-polyG-31bp-merged_condensed.bam	N	>24	161318	349979
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A5-fastp-adapters-polyG-31bp-merged_condensed.bam	U	<21	189019	346013
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A5-fastp-adapters-polyG-31bp-merged_condensed.bam	U	21	72731	205825
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A5-fastp-adapters-polyG-31bp-merged_condensed.bam	U	22	75312	187985
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A5-fastp-adapters-polyG-31bp-merged_condensed.bam	U	23	76399	156617
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A5-fastp-adapters-polyG-31bp-merged_condensed.bam	U	24	76389	145710
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A5-fastp-adapters-polyG-31bp-merged_condensed.bam	U	>24	465996	905506
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A5-fastp-adapters-polyG-31bp-merged_condensed.bam	P	<21	55730	1750126
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A5-fastp-adapters-polyG-31bp-merged_condensed.bam	P	21	12918	308179
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A5-fastp-adapters-polyG-31bp-merged_condensed.bam	P	22	12207	202527
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A5-fastp-adapters-polyG-31bp-merged_condensed.bam	P	23	12241	368583
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A5-fastp-adapters-polyG-31bp-merged_condensed.bam	P	24	11763	124354
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A5-fastp-adapters-polyG-31bp-merged_condensed.bam	P	>24	72051	1957937
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A5-fastp-adapters-polyG-31bp-merged_condensed.bam	R	<21	27180	348272
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A5-fastp-adapters-polyG-31bp-merged_condensed.bam	R	21	8971	1148774
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A5-fastp-adapters-polyG-31bp-merged_condensed.bam	R	22	9402	268932
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A5-fastp-adapters-polyG-31bp-merged_condensed.bam	R	23	9836	214196
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A5-fastp-adapters-polyG-31bp-merged_condensed.bam	R	24	10123	452050
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A5-fastp-adapters-polyG-31bp-merged_condensed.bam	R	>24	71856	754336
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A5-fastp-adapters-polyG-31bp-merged_condensed.bam	H	<21	9954	27981
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A5-fastp-adapters-polyG-31bp-merged_condensed.bam	H	21	2706	6103
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A5-fastp-adapters-polyG-31bp-merged_condensed.bam	H	22	2596	6861
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A5-fastp-adapters-polyG-31bp-merged_condensed.bam	H	23	2583	8635
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A5-fastp-adapters-polyG-31bp-merged_condensed.bam	H	24	2454	6322
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A5-fastp-adapters-polyG-31bp-merged_condensed.bam	H	>24	13898	52856
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A5-fastp-adapters-polyG-31bp-merged_condensed.bam	N	<21	49689	80073
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A5-fastp-adapters-polyG-31bp-merged_condensed.bam	N	21	25046	42781
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A5-fastp-adapters-polyG-31bp-merged_condensed.bam	N	22	27079	42636
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A5-fastp-adapters-polyG-31bp-merged_condensed.bam	N	23	28773	55885
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A5-fastp-adapters-polyG-31bp-merged_condensed.bam	N	24	32842	81574
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A5-fastp-adapters-polyG-31bp-merged_condensed.bam	N	>24	220448	1047125
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A6-fastp-adapters-polyG-31bp-merged_condensed.bam	U	<21	109188	210076
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A6-fastp-adapters-polyG-31bp-merged_condensed.bam	U	21	42538	105484
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A6-fastp-adapters-polyG-31bp-merged_condensed.bam	U	22	45031	131776
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A6-fastp-adapters-polyG-31bp-merged_condensed.bam	U	23	45802	106393
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A6-fastp-adapters-polyG-31bp-merged_condensed.bam	U	24	47134	86527
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A6-fastp-adapters-polyG-31bp-merged_condensed.bam	U	>24	340523	746191
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A6-fastp-adapters-polyG-31bp-merged_condensed.bam	P	<21	47753	975190
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A6-fastp-adapters-polyG-31bp-merged_condensed.bam	P	21	11974	341335
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A6-fastp-adapters-polyG-31bp-merged_condensed.bam	P	22	11919	218374
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A6-fastp-adapters-polyG-31bp-merged_condensed.bam	P	23	12349	238716
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A6-fastp-adapters-polyG-31bp-merged_condensed.bam	P	24	12471	161736
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A6-fastp-adapters-polyG-31bp-merged_condensed.bam	P	>24	102162	2108194
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A6-fastp-adapters-polyG-31bp-merged_condensed.bam	R	<21	19943	238140
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A6-fastp-adapters-polyG-31bp-merged_condensed.bam	R	21	6342	245886
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A6-fastp-adapters-polyG-31bp-merged_condensed.bam	R	22	6740	99158
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A6-fastp-adapters-polyG-31bp-merged_condensed.bam	R	23	7297	292072
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A6-fastp-adapters-polyG-31bp-merged_condensed.bam	R	24	8142	179609
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A6-fastp-adapters-polyG-31bp-merged_condensed.bam	R	>24	90353	750426
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A6-fastp-adapters-polyG-31bp-merged_condensed.bam	H	<21	6783	26413
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A6-fastp-adapters-polyG-31bp-merged_condensed.bam	H	21	1866	4939
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A6-fastp-adapters-polyG-31bp-merged_condensed.bam	H	22	1659	8084
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A6-fastp-adapters-polyG-31bp-merged_condensed.bam	H	23	1729	10477
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A6-fastp-adapters-polyG-31bp-merged_condensed.bam	H	24	1688	12495
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A6-fastp-adapters-polyG-31bp-merged_condensed.bam	H	>24	13450	95763
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A6-fastp-adapters-polyG-31bp-merged_condensed.bam	N	<21	49806	96839
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A6-fastp-adapters-polyG-31bp-merged_condensed.bam	N	21	24497	51985
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A6-fastp-adapters-polyG-31bp-merged_condensed.bam	N	22	27234	59185
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A6-fastp-adapters-polyG-31bp-merged_condensed.bam	N	23	28242	77208
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A6-fastp-adapters-polyG-31bp-merged_condensed.bam	N	24	31966	96230
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1A6-fastp-adapters-polyG-31bp-merged_condensed.bam	N	>24	243258	1857874
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1B11-fastp-adapters-polyG-31bp-merged_condensed.bam	U	<21	24406	63217
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1B11-fastp-adapters-polyG-31bp-merged_condensed.bam	U	21	6580	17683
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1B11-fastp-adapters-polyG-31bp-merged_condensed.bam	U	22	6867	39257
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1B11-fastp-adapters-polyG-31bp-merged_condensed.bam	U	23	7328	17350
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1B11-fastp-adapters-polyG-31bp-merged_condensed.bam	U	24	7629	17079
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/F-Ptua/output/04-Ptua-sRNA-discovery-ShortStack/ShortStack_out/1B11-fastp-adapters-polyG-31bp-merged_condensed.bam	U	>24	70611	274777
