Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KW_MOLECULAR_FUNCTION	KW-0255~Endonuclease	6	6.741573033707865	0.002799773391811082	P0CT39, Q99315, Q8I7P9, P10401	61	44	2644	5.910581222056632	0.1234608454573165	0.026317869883024172	0.02351809649121309
UP_SEQ_FEATURE	REPEAT:TPR 3	6	6.741573033707865	0.004598038416018252	P81436, P0CI65, Q7ZU45, Q96AY4, Q80XJ3, P50542	87	46	3561	5.338830584707646	0.8719653427765991	0.22785834817157113	0.22530388238489432
GOTERM_BP_DIRECT	GO:0006310~DNA recombination	5	5.617977528089887	0.004994834546729807	P0CT39, Q99315	85	29	3428	6.9533468559837734	0.9173929716007229	1.0	1.0
INTERPRO	IPR011990:TPR-like_helical_dom_sf	7	7.865168539325842	0.005667217124744703	Q86UA1, P81436, P0CI65, Q7ZU45, Q96AY4, Q80XJ3, P50542	89	69	3677	4.191336915811757	0.8940637741287314	0.15989648316243985	0.15584847093047932
UP_SEQ_FEATURE	REPEAT:TPR 10	4	4.49438202247191	0.006067035285552442	P81436, P0CI65, Q96AY4, Q80XJ3	87	16	3561	10.232758620689655	0.9337380516602134	0.24495625450744546	0.24221010815646515
UP_KW_DOMAIN	KW-0802~TPR repeat	6	6.741573033707865	0.0061719285748424784	P81436, P0CI65, Q7ZU45, Q96AY4, Q80XJ3, P50542	56	54	2480	4.92063492063492	0.08868421378311087	0.09257892862263718	0.09257892862263718
GOTERM_BP_DIRECT	GO:0032922~circadian regulation of gene expression	4	4.49438202247191	0.006312259975318076	P81436, Q9R194, Q99743, Q8WP19	85	16	3428	10.082352941176472	0.9572962580390026	1.0	1.0
UP_SEQ_FEATURE	REPEAT:TPR 1	6	6.741573033707865	0.006590751242352793	P81436, P0CI65, Q7ZU45, Q96AY4, Q80XJ3, P50542	87	50	3561	4.911724137931034	0.9476186413373885	0.24495625450744546	0.24221010815646515
UP_SEQ_FEATURE	REPEAT:TPR 2	6	6.741573033707865	0.006590751242352793	P81436, P0CI65, Q7ZU45, Q96AY4, Q80XJ3, P50542	87	50	3561	4.911724137931034	0.9476186413373885	0.24495625450744546	0.24221010815646515
UP_KW_PTM	KW-1017~Isopeptide bond	13	14.606741573033707	0.006795714169186825	Q13435, Q8CDM1, Q9R194, Q922M5, G1TFM5, P79324, B0FPE9, P50542, P20107, Q6AYK1, Q9JIT3, Q60803, Q8WP19	56	232	2312	2.313423645320197	0.08483036036693503	0.09513999836861554	0.09513999836861554
UP_SEQ_FEATURE	REPEAT:TPR 9	4	4.49438202247191	0.007239895021531743	P81436, P0CI65, Q96AY4, Q80XJ3	87	17	3561	9.630831643002027	0.9608650242198892	0.2483840907387044	0.24559951573042296
UP_KW_BIOLOGICAL_PROCESS	KW-0233~DNA recombination	5	5.617977528089887	0.008215881296317291	P0CT39, Q99315	59	31	2187	5.978676872607982	0.3434396748328721	0.20950497305609092	0.20950497305609092
UP_SEQ_FEATURE	CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in ubiquitin)	7	7.865168539325842	0.00829112164273399	P20107, Q9R194, Q9JIT3, Q60803, B0FPE9, P50542, Q8WP19	87	74	3561	3.8718546132339235	0.9756020249022901	0.26413144661852567	0.2611703317461207
UP_SEQ_FEATURE	REGION:Disordered	64	71.91011235955057	0.009539269695741436	Q13435, Q9R194, P07949, Q9PTY5, Q7RTR2, P50533, B2RX12, Q8I7P9, Q641Z2, Q9I8E6, Q9NBX4, Q9JIT3, Q9NYQ7, A7S3J7, Q5FWS6, Q922M5, Q90705, Q920A6, P58389, P10401, P50542, O23657, P0CT39, Q6V0K7, Q29503, Q80TR8, O54853, Q16720, Q80XJ3, Q8WP19, Q96JH7, E9Q236, Q8CDM1, P0CI65, E6ZIJ1, Q6R5J2, Q5S006, Q9VQ29, O08730, Q86UA1, Q3U145, Q6EE31, Q6AYK1, Q99743, P17130, Q60803, Q9DC33, Q14832, Q9CQ19, P79324, Q6P825, Q8C1B2, Q7ZU45, Q5R7W2, P20107, E7FAM5, Q15370, Q5XIU9, Q6Z7K5, Q96AY4, Q6DE37, Q6GLY8	87	2162	3561	1.2116494944017353	0.9860870712405893	0.2836342856200454	0.28045452905479823
UP_SEQ_FEATURE	REPEAT:TPR 8	4	4.49438202247191	0.01503280551968332	P81436, P0CI65, Q96AY4, Q80XJ3	87	22	3561	7.4420062695924765	0.9988355853720449	0.4190394538611726	0.41434170213627153
UP_KW_MOLECULAR_FUNCTION	KW-0540~Nuclease	6	6.741573033707865	0.022229840192739363	P0CT39, Q99315, Q8I7P9, P10401	61	72	2644	3.6120218579234975	0.6523609007522431	0.17413374817645835	0.15560888134917555
UP_SEQ_FEATURE	REPEAT:TPR 12	3	3.3707865168539324	0.02287473509166892	P81436, Q96AY4, Q80XJ3	87	10	3561	12.279310344827586	0.9999670535787334	0.6001254029931963	0.5933975397309408
GOTERM_CC_DIRECT	GO:0005783~endoplasmic reticulum	12	13.48314606741573	0.02773385324756605	Q3U145, Q5XIU9, Q9I8E6, Q66IM1, O18405, Q5ZI57, B0FPE9, Q6GLY8, Q5S006, O23657, P81999	85	245	3554	2.0479231692677073	0.9940172629892585	1.0	1.0
UP_KW_PTM	KW-0597~Phosphoprotein	40	44.9438202247191	0.027851044926672223	Q13435, Q8CDM1, P81436, Q9R194, G1TFM5, P07949, Q5S006, O08730, B2RX12, Q86UA1, Q6EE31, Q6AYK1, Q9JIT3, Q9NYQ7, Q99LB6, Q5FWS6, Q9DC33, P81999, Q922M5, Q9CQ19, P79324, Q90705, B0FPE9, Q80U96, P50542, Q5R7W2, P20107, Q4R4R6, Q29503, Q15370, Q5XIU9, Q80TR8, Q6GLY8, Q96AY4, Q16720, Q80XJ3, Q8WP19, Q96JH7, E9Q236	56	1331	2312	1.2407427283460342	0.30732968154399	0.19495731448670556	0.19495731448670556
UP_KW_BIOLOGICAL_PROCESS	KW-0813~Transport	20	22.47191011235955	0.033151778776045665	Q6P825, Q5U3V7, Q80U96, P50542, Q5R7W2, Q9VQ29, O23657, Q5ZMP6, B2RX12, P20107, Q9I8E6, Q66IM1, Q6Z7K5, O18405, Q5ZI57, P47742, O54853, Q16720, B2RZ78, E9Q236	59	476	2187	1.5574704458054407	0.8208266429774473	0.5635802391927763	0.5635802391927763
UP_SEQ_FEATURE	REPEAT:TPR	4	4.49438202247191	0.03452644661244595	P81436, Q96AY4, Q80XJ3, P50542	87	30	3561	5.4574712643678165	0.9999998436095112	0.8470110278666141	0.8375153885407551
UP_KW_MOLECULAR_FUNCTION	KW-0694~RNA-binding	10	11.235955056179774	0.03495031604433685	P0CT39, Q99315, P55832, E7FAM5, Q6AYK1, P17130, Q80U96	61	201	2644	2.1564309599543265	0.8121398678923809	0.2346664077262617	0.2097018962660211
GOTERM_CC_DIRECT	GO:0005634~nucleus	37	41.57303370786517	0.03760703481904815	Q13435, Q8CDM1, P81436, Q9R194, Q9PTY5, P50533, O08730, Q8I7P9, Q86UA1, Q6AYK1, O60688, Q99743, Q66IM1, P17130, Q9JIT3, Q99LB6, P41932, Q9DC33, P81999, Q922M5, P79324, Q90705, P58389, B0FPE9, Q8C1B2, P10401, Q80U96, O23657, P0CT39, Q99315, Q80TR8, Q6GLY8, Q8WP19, Q96JH7	85	1177	3554	1.3143885251636764	0.9990664361230506	1.0	1.0
UP_KW_MOLECULAR_FUNCTION	KW-1278~Translocase	4	4.49438202247191	0.04038692584593039	B2RX12, Q16720, Q9VQ29, E9Q236	61	34	2644	5.099324975891996	0.8559479815692019	0.23727318934484107	0.21203136069113457
GOTERM_CC_DIRECT	GO:0022627~cytosolic small ribosomal subunit	3	3.3707865168539324	0.04178766378694511	P55832, G1TFM5, A7S3J7	85	14	3554	8.959663865546219	0.9995772925417947	1.0	1.0
INTERPRO	IPR005135:Endo/exonuclease/phosphatase	3	3.3707865168539324	0.04276106308208165	Q8I7P9, P14381, Q9NBX4, P10401	89	14	3677	8.853130016051365	0.9999999681550527	0.913894084454663	0.8907575253545449
INTERPRO	IPR036837:Cation_efflux_CTD_sf	2	2.247191011235955	0.047298694972367224	P20107, Q6Z7K5	89	2	3677	41.31460674157304	0.9999999951256103	0.913894084454663	0.8907575253545449
INTERPRO	IPR052699:Reg/Mitotic_Spindle_Assoc	2	2.247191011235955	0.047298694972367224	Q96AY4, Q80XJ3	89	2	3677	41.31460674157304	0.9999999951256103	0.913894084454663	0.8907575253545449
INTERPRO	IPR051736:DnaJ-B11-like	2	2.247191011235955	0.047298694972367224	P81999	89	2	3677	41.31460674157304	0.9999999951256103	0.913894084454663	0.8907575253545449
INTERPRO	IPR002524:Cation_efflux	2	2.247191011235955	0.047298694972367224	P20107, Q6Z7K5	89	2	3677	41.31460674157304	0.9999999951256103	0.913894084454663	0.8907575253545449
INTERPRO	IPR024983:CHAT_dom	2	2.247191011235955	0.047298694972367224	Q96AY4, Q80XJ3	89	2	3677	41.31460674157304	0.9999999951256103	0.913894084454663	0.8907575253545449
UP_SEQ_FEATURE	REPEAT:TPR 23	2	2.247191011235955	0.04772441146060687	Q96AY4, Q80XJ3	87	2	3561	40.93103448275862	0.999999999662602	0.8470110278666141	0.8375153885407551
UP_SEQ_FEATURE	REPEAT:TPR 26	2	2.247191011235955	0.04772441146060687	Q96AY4, Q80XJ3	87	2	3561	40.93103448275862	0.999999999662602	0.8470110278666141	0.8375153885407551
UP_SEQ_FEATURE	DOMAIN:CHAT	2	2.247191011235955	0.04772441146060687	Q96AY4, Q80XJ3	87	2	3561	40.93103448275862	0.999999999662602	0.8470110278666141	0.8375153885407551
UP_SEQ_FEATURE	REPEAT:TPR 27	2	2.247191011235955	0.04772441146060687	Q96AY4, Q80XJ3	87	2	3561	40.93103448275862	0.999999999662602	0.8470110278666141	0.8375153885407551
UP_SEQ_FEATURE	REPEAT:TPR 25	2	2.247191011235955	0.04772441146060687	Q96AY4, Q80XJ3	87	2	3561	40.93103448275862	0.999999999662602	0.8470110278666141	0.8375153885407551
UP_SEQ_FEATURE	REPEAT:TPR 24	2	2.247191011235955	0.04772441146060687	Q96AY4, Q80XJ3	87	2	3561	40.93103448275862	0.999999999662602	0.8470110278666141	0.8375153885407551
UP_SEQ_FEATURE	REPEAT:TPR 28	2	2.247191011235955	0.04772441146060687	Q96AY4, Q80XJ3	87	2	3561	40.93103448275862	0.999999999662602	0.8470110278666141	0.8375153885407551
INTERPRO	IPR036691:Endo/exonu/phosph_ase_sf	3	3.3707865168539324	0.04858677411024791	Q8I7P9, P14381, Q9NBX4, P10401	89	15	3677	8.262921348314606	0.999999997143542	0.913894084454663	0.8907575253545449
UP_SEQ_FEATURE	REPEAT:TPR 11	3	3.3707865168539324	0.049377324494466295	P81436, Q96AY4, Q80XJ3	87	15	3561	8.186206896551724	0.999999999844531	0.8470110278666141	0.8375153885407551
GOTERM_BP_DIRECT	GO:0006412~translation	5	5.617977528089887	0.04962132754215809	P55832, G1TFM5, P79324, Q90705, A7S3J7	85	57	3428	3.537667698658411	0.9999999999901701	1.0	1.0
UP_KW_BIOLOGICAL_PROCESS	KW-0090~Biological rhythms	4	4.49438202247191	0.05095923022988804	P81436, Q9R194, Q99743, Q8WP19	59	32	2187	4.633474576271187	0.9305730075446372	0.6497301854310725	0.6497301854310725
GOTERM_CC_DIRECT	GO:0005840~ribosome	4	4.49438202247191	0.05562048501381598	P55832, G1TFM5, P79324, A7S3J7	85	37	3554	4.5201907790143085	0.9999700309099024	1.0	1.0
GOTERM_MF_DIRECT	GO:0003723~RNA binding	11	12.359550561797752	0.06087506580459522	Q13435, P0CT39, Q99315, P55832, Q6AYK1, P79324, P17130, Q80U96	79	257	3458	1.8735162291287	0.9999997924006463	1.0	1.0
GOTERM_MF_DIRECT	GO:0019900~kinase binding	3	3.3707865168539324	0.06706466312385584	Q9R194, Q96AY4, Q80XJ3	79	19	3458	6.911392405063291	0.9999999589202224	1.0	1.0
UP_KW_MOLECULAR_FUNCTION	KW-0645~Protease	8	8.98876404494382	0.06735178216191316	P0CT39, Q99315, Q8I7P9, Q920A6, P10401, Q96JH7	61	160	2644	2.1672131147540985	0.9622654095840378	0.3517259735122132	0.3143083167555948
UP_KW_CELLULAR_COMPONENT	KW-0256~Endoplasmic reticulum	12	13.48314606741573	0.06763268044794501	Q3U145, Q5XIU9, Q66IM1, O18405, Q5ZI57, B0FPE9, Q6GLY8, Q5S006, Q96JH7, P36514, P81999	77	286	3238	1.764417400781037	0.8490440793121011	0.8971756799742119	0.8971756799742119
KEGG_PATHWAY	mmu04976:Bile secretion	2	2.247191011235955	0.06873840791167585	B2RX12, E9Q236	44	3	1834	27.78787878787879	0.9999936313964135	1.0	1.0
KEGG_PATHWAY	rno03013:Nucleocytoplasmic transport	2	2.247191011235955	0.06873840791167585	Q6AYK1, Q80U96	44	3	1834	27.78787878787879	0.9999936313964135	1.0	1.0
UP_KW_PTM	KW-0882~Thioester bond	2	2.247191011235955	0.06971194311705817	Q60803, P50542	56	3	2312	27.523809523809526	0.6091349927977936	0.2592749985355386	0.2592749985355386
INTERPRO	IPR027469:Cation_efflux_TMD_sf	2	2.247191011235955	0.0701116786031323	P20107, Q6Z7K5	89	3	3677	27.543071161048687	0.999999999999661	1.0	0.9771573604060914
INTERPRO	IPR052560:RdDP_mobile_element	2	2.247191011235955	0.0701116786031323	Q8I7P9, Q9NBX4, P10401	89	3	3677	27.543071161048687	0.999999999999661	1.0	0.9771573604060914
UP_SEQ_FEATURE	CROSSLNK:Glycyl cysteine thioester (Cys-Gly) (interchain with G-Cter in ubiquitin)	2	2.247191011235955	0.07073528547415708	Q60803, P50542	87	3	3561	27.28735632183908	0.9999999999999938	0.9013696377564017	0.8912645969743792
UP_SEQ_FEATURE	REPEAT:TPR 19	2	2.247191011235955	0.07073528547415708	Q96AY4, Q80XJ3	87	3	3561	27.28735632183908	0.9999999999999938	0.9013696377564017	0.8912645969743792
UP_SEQ_FEATURE	REPEAT:TPR 22	2	2.247191011235955	0.07073528547415708	Q96AY4, Q80XJ3	87	3	3561	27.28735632183908	0.9999999999999938	0.9013696377564017	0.8912645969743792
UP_SEQ_FEATURE	REPEAT:TPR 18	2	2.247191011235955	0.07073528547415708	Q96AY4, Q80XJ3	87	3	3561	27.28735632183908	0.9999999999999938	0.9013696377564017	0.8912645969743792
UP_SEQ_FEATURE	REPEAT:TPR 17	2	2.247191011235955	0.07073528547415708	Q96AY4, Q80XJ3	87	3	3561	27.28735632183908	0.9999999999999938	0.9013696377564017	0.8912645969743792
UP_SEQ_FEATURE	TOPO_DOM:Vacuolar	2	2.247191011235955	0.07073528547415708	P20107, Q6Z7K5	87	3	3561	27.28735632183908	0.9999999999999938	0.9013696377564017	0.8912645969743792
UP_SEQ_FEATURE	REPEAT:TPR 20	2	2.247191011235955	0.07073528547415708	Q96AY4, Q80XJ3	87	3	3561	27.28735632183908	0.9999999999999938	0.9013696377564017	0.8912645969743792
UP_SEQ_FEATURE	REPEAT:TPR 21	2	2.247191011235955	0.07073528547415708	Q96AY4, Q80XJ3	87	3	3561	27.28735632183908	0.9999999999999938	0.9013696377564017	0.8912645969743792
UP_SEQ_FEATURE	REGION:Required for inhibition of CLOCK-BMAL1-mediated transcription	2	2.247191011235955	0.07073528547415708	Q9R194, Q8WP19	87	3	3561	27.28735632183908	0.9999999999999938	0.9013696377564017	0.8912645969743792
UP_KW_BIOLOGICAL_PROCESS	KW-0653~Protein transport	8	8.98876404494382	0.07127200410071827	Q5ZMP6, Q9I8E6, Q6P825, O18405, Q80U96, P50542, B2RZ78, O23657	59	139	2187	2.13339836605292	0.976968861833278	0.7269744418273263	0.7269744418273263
GOTERM_BP_DIRECT	GO:2000850~negative regulation of glucocorticoid secretion	2	2.247191011235955	0.07174603151094752	Q9R194, Q8WP19	85	3	3428	26.88627450980392	0.9999999999999999	1.0	1.0
GOTERM_BP_DIRECT	GO:2000323~negative regulation of glucocorticoid receptor signaling pathway	2	2.247191011235955	0.07174603151094752	Q9R194, Q8WP19	85	3	3428	26.88627450980392	0.9999999999999999	1.0	1.0
GOTERM_BP_DIRECT	GO:0006313~DNA transposition	2	2.247191011235955	0.07174603151094752	Q8I7P9, Q9NBX4, P10401	85	3	3428	26.88627450980392	0.9999999999999999	1.0	1.0
UP_KW_PTM	KW-0832~Ubl conjugation	15	16.853932584269664	0.0745128123610288	Q13435, Q8CDM1, P81436, Q9R194, Q922M5, G1TFM5, P79324, B0FPE9, P50542, Q5S006, P20107, Q6AYK1, Q9JIT3, Q60803, Q8WP19	56	396	2312	1.5638528138528138	0.6345606242503099	0.2592749985355386	0.2592749985355386
GOTERM_BP_DIRECT	GO:0006508~proteolysis	8	8.98876404494382	0.07474574452331288	P0CT39, Q99315, Q8I7P9, Q920A6, P10401, Q96JH7	85	151	3428	2.13665757693806	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0003735~structural constituent of ribosome	4	4.49438202247191	0.07561118581853202	P55832, G1TFM5, P79324, A7S3J7	79	44	3458	3.979286536248561	0.9999999956907968	1.0	1.0
GOTERM_CC_DIRECT	GO:0010008~endosome membrane	4	4.49438202247191	0.07563025597608841	P07949, Q60803, O42412, B2RZ78	85	42	3554	3.9820728291316527	0.9999993919750594	1.0	1.0
UP_KW_CELLULAR_COMPONENT	KW-0539~Nucleus	32	35.95505617977528	0.08753304862932457	Q13435, Q8CDM1, P81436, Q9CQM0, Q9R194, G1TFM5, Q9PTY5, P50533, Q86UA1, Q6AYK1, O60688, Q99743, Q66IM1, P17130, Q9JIT3, P41932, Q5FWS6, Q9DC33, Q922M5, Q90705, P58389, B0FPE9, Q8C1B2, Q80U96, Q99315, Q6V0K7, Q15370, Q5XIU9, Q80TR8, Q6GLY8, Q8WP19, Q96JH7	77	1064	3238	1.2647202421638513	0.9156931466518886	0.8971756799742119	0.8971756799742119
UP_KW_MOLECULAR_FUNCTION	KW-0689~Ribosomal protein	4	4.49438202247191	0.08914802662427584	P55832, G1TFM5, P79324, A7S3J7	61	47	2644	3.688873386815487	0.9875821397554742	0.4189957251340965	0.37442171182195855
KEGG_PATHWAY	mmu01523:Antifolate resistance	2	2.247191011235955	0.0906085599926301	B2RX12, E9Q236	44	4	1834	20.84090909090909	0.9999998824710642	1.0	1.0
KEGG_PATHWAY	mmu02010:ABC transporters	2	2.247191011235955	0.0906085599926301	B2RX12, E9Q236	44	4	1834	20.84090909090909	0.9999998824710642	1.0	1.0
INTERPRO	IPR006050:DNA_photolyase_N	2	2.247191011235955	0.09238445276812932	Q9R194, Q8WP19	89	4	3677	20.65730337078652	1.0	1.0	0.9771573604060914
INTERPRO	IPR002081:Cryptochrome/DNA_photolyase_1	2	2.247191011235955	0.09238445276812932	Q9R194, Q8WP19	89	4	3677	20.65730337078652	1.0	1.0	0.9771573604060914
INTERPRO	IPR036134:Crypto/Photolyase_FAD-like_sf	2	2.247191011235955	0.09238445276812932	Q9R194, Q8WP19	89	4	3677	20.65730337078652	1.0	1.0	0.9771573604060914
INTERPRO	IPR005101:Cryptochr/Photolyase_FAD-bd	2	2.247191011235955	0.09238445276812932	Q9R194, Q8WP19	89	4	3677	20.65730337078652	1.0	1.0	0.9771573604060914
INTERPRO	IPR036155:Crypto/Photolyase_N_sf	2	2.247191011235955	0.09238445276812932	Q9R194, Q8WP19	89	4	3677	20.65730337078652	1.0	1.0	0.9771573604060914
UP_KW_PTM	KW-0007~Acetylation	20	22.47191011235955	0.09259821376269235	Q13435, P81436, G1TFM5, Q9CQ19, P58389, Q80U96, Q5R7W2, O23657, Q99315, O08730, Q6EE31, Q6AYK1, Q641Z2, Q15370, Q80TR8, Q9JIT3, Q96AY4, Q80XJ3, Q96JH7, B2RZ78	56	597	2312	1.3831060062215843	0.7172548344256531	0.2592749985355386	0.2592749985355386
UP_SEQ_FEATURE	DOMAIN:Photolyase/cryptochrome alpha/beta	2	2.247191011235955	0.09319643371708605	Q9R194, Q8WP19	87	4	3561	20.46551724137931	1.0	1.0	0.9910112359550561
