readfile	mapping_type	sequence_length	sequence_count	read_count
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A12-fastp-adapters-polyG-31bp-merged_condensed.bam	N	24	12493	43959
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A12-fastp-adapters-polyG-31bp-merged_condensed.bam	N	>24	223737	1179359
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A1-fastp-adapters-polyG-31bp-merged_condensed.bam	U	<21	32839	118363
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A1-fastp-adapters-polyG-31bp-merged_condensed.bam	U	21	11134	52754
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A1-fastp-adapters-polyG-31bp-merged_condensed.bam	U	22	11587	129452
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A1-fastp-adapters-polyG-31bp-merged_condensed.bam	U	23	12806	52751
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A1-fastp-adapters-polyG-31bp-merged_condensed.bam	U	24	14752	55440
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A1-fastp-adapters-polyG-31bp-merged_condensed.bam	U	>24	378452	2101612
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A1-fastp-adapters-polyG-31bp-merged_condensed.bam	P	<21	16334	61107
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A1-fastp-adapters-polyG-31bp-merged_condensed.bam	P	21	5256	14726
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A1-fastp-adapters-polyG-31bp-merged_condensed.bam	P	22	5833	21517
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A1-fastp-adapters-polyG-31bp-merged_condensed.bam	P	23	7280	23510
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A1-fastp-adapters-polyG-31bp-merged_condensed.bam	P	24	9901	31510
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A1-fastp-adapters-polyG-31bp-merged_condensed.bam	P	>24	245890	1787191
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A1-fastp-adapters-polyG-31bp-merged_condensed.bam	R	<21	13064	23458
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A1-fastp-adapters-polyG-31bp-merged_condensed.bam	R	21	3821	6709
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A1-fastp-adapters-polyG-31bp-merged_condensed.bam	R	22	3813	7075
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A1-fastp-adapters-polyG-31bp-merged_condensed.bam	R	23	4275	9798
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A1-fastp-adapters-polyG-31bp-merged_condensed.bam	R	24	5398	12373
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A1-fastp-adapters-polyG-31bp-merged_condensed.bam	R	>24	143514	492930
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A1-fastp-adapters-polyG-31bp-merged_condensed.bam	H	<21	21199	144335
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A1-fastp-adapters-polyG-31bp-merged_condensed.bam	H	21	7195	31444
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A1-fastp-adapters-polyG-31bp-merged_condensed.bam	H	22	6408	28192
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A1-fastp-adapters-polyG-31bp-merged_condensed.bam	H	23	6385	30393
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A1-fastp-adapters-polyG-31bp-merged_condensed.bam	H	24	6884	45413
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A1-fastp-adapters-polyG-31bp-merged_condensed.bam	H	>24	76836	938973
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A1-fastp-adapters-polyG-31bp-merged_condensed.bam	N	<21	53605	165895
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A1-fastp-adapters-polyG-31bp-merged_condensed.bam	N	21	24215	72248
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A1-fastp-adapters-polyG-31bp-merged_condensed.bam	N	22	25780	73577
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A1-fastp-adapters-polyG-31bp-merged_condensed.bam	N	23	27266	76516
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A1-fastp-adapters-polyG-31bp-merged_condensed.bam	N	24	29856	90540
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A1-fastp-adapters-polyG-31bp-merged_condensed.bam	N	>24	346807	2007550
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A2-fastp-adapters-polyG-31bp-merged_condensed.bam	U	<21	38535	132488
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A2-fastp-adapters-polyG-31bp-merged_condensed.bam	U	21	13897	54176
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A2-fastp-adapters-polyG-31bp-merged_condensed.bam	U	22	15090	119864
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A2-fastp-adapters-polyG-31bp-merged_condensed.bam	U	23	17629	56640
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A2-fastp-adapters-polyG-31bp-merged_condensed.bam	U	24	20028	60642
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A2-fastp-adapters-polyG-31bp-merged_condensed.bam	U	>24	562824	2335318
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A2-fastp-adapters-polyG-31bp-merged_condensed.bam	P	<21	19395	58525
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A2-fastp-adapters-polyG-31bp-merged_condensed.bam	P	21	6285	17121
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A2-fastp-adapters-polyG-31bp-merged_condensed.bam	P	22	6982	24583
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A2-fastp-adapters-polyG-31bp-merged_condensed.bam	P	23	8826	25324
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A2-fastp-adapters-polyG-31bp-merged_condensed.bam	P	24	11994	33784
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A2-fastp-adapters-polyG-31bp-merged_condensed.bam	P	>24	339753	1862022
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A2-fastp-adapters-polyG-31bp-merged_condensed.bam	R	<21	15012	32119
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A2-fastp-adapters-polyG-31bp-merged_condensed.bam	R	21	4571	9164
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A2-fastp-adapters-polyG-31bp-merged_condensed.bam	R	22	4800	10161
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A2-fastp-adapters-polyG-31bp-merged_condensed.bam	R	23	5678	13105
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A2-fastp-adapters-polyG-31bp-merged_condensed.bam	R	24	6734	14221
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A2-fastp-adapters-polyG-31bp-merged_condensed.bam	R	>24	195970	554630
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A2-fastp-adapters-polyG-31bp-merged_condensed.bam	H	<21	23467	203340
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A2-fastp-adapters-polyG-31bp-merged_condensed.bam	H	21	7987	48939
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A2-fastp-adapters-polyG-31bp-merged_condensed.bam	H	22	7424	46146
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A2-fastp-adapters-polyG-31bp-merged_condensed.bam	H	23	7617	53320
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A2-fastp-adapters-polyG-31bp-merged_condensed.bam	H	24	8057	65598
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A2-fastp-adapters-polyG-31bp-merged_condensed.bam	H	>24	96510	1265703
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A2-fastp-adapters-polyG-31bp-merged_condensed.bam	N	<21	48787	160768
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A2-fastp-adapters-polyG-31bp-merged_condensed.bam	N	21	22755	73024
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A2-fastp-adapters-polyG-31bp-merged_condensed.bam	N	22	24543	72531
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A2-fastp-adapters-polyG-31bp-merged_condensed.bam	N	23	26530	69208
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A2-fastp-adapters-polyG-31bp-merged_condensed.bam	N	24	28387	89747
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A2-fastp-adapters-polyG-31bp-merged_condensed.bam	N	>24	420946	2957981
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A8-fastp-adapters-polyG-31bp-merged_condensed.bam	U	<21	62671	161941
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A8-fastp-adapters-polyG-31bp-merged_condensed.bam	U	21	21731	64847
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A8-fastp-adapters-polyG-31bp-merged_condensed.bam	U	22	22232	96228
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A8-fastp-adapters-polyG-31bp-merged_condensed.bam	U	23	23046	68720
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A8-fastp-adapters-polyG-31bp-merged_condensed.bam	U	24	24944	80252
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A8-fastp-adapters-polyG-31bp-merged_condensed.bam	U	>24	385218	1728429
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A8-fastp-adapters-polyG-31bp-merged_condensed.bam	P	<21	23642	66679
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/D-Apul/output/04-Apul-sRNA-discovery-ShortStack/ShortStack_out/1A8-fastp-adapters-polyG-31bp-merged_condensed.bam	P	21	6970	20532
