"gene_id"	"ACR.139.TP1"	"ACR.139.TP2"	"ACR.139.TP3"	"ACR.139.TP4"	"ACR.145.TP1"	"ACR.145.TP2"	"ACR.145.TP3"	"ACR.145.TP4"	"ACR.150.TP1"	"ACR.150.TP2"	"ACR.150.TP3"	"ACR.150.TP4"	"ACR.173.TP1"	"ACR.173.TP2"	"ACR.173.TP3"	"ACR.173.TP4"	"ACR.186.TP1"	"ACR.186.TP2"	"ACR.186.TP3"	"ACR.186.TP4"	"ACR.225.TP1"	"ACR.225.TP2"	"ACR.225.TP3"	"ACR.225.TP4"	"ACR.229.TP1"	"ACR.229.TP2"	"ACR.229.TP3"	"ACR.229.TP4"	"ACR.237.TP1"	"ACR.237.TP2"	"ACR.237.TP3"	"ACR.237.TP4"	"ACR.244.TP1"	"ACR.244.TP2"	"ACR.244.TP3"	"ACR.244.TP4"	"ACR.265.TP1"	"ACR.265.TP2"	"ACR.265.TP3"	"ACR.265.TP4"
"FUN_000197"	" 0.00000000"	" 0.34886684"	" 0.68004054"	"19.77276827"	" 2.93915572"	" 0.94837039"	" 0.63428575"	" 0.19991715"	"45.81131079"	"12.20000000"	" 0.23041474"	" 0.00000000"	"63.35811781"	" 5.20282185"	"18.16993359"	" 6.64216000"	" 0.36561697"	"31.73313474"	" 0.07751938"	" 9.15900318"	NA	" 7.99801559"	" 0.23481782"	" 0.36713287"	" 0.24851694"	" 5.403383139"	" 0.00000000"	"14.04368160"	"10.27333265"	" 1.60632377"	" 6.29099055"	" 0.28011205"	" 0.63719385"	" 0.39699112"	" 0.40050815"	"25.66945308"	"15.15619480"	"34.15976983"	"29.71026175"	" 1.36034257"
"FUN_000198"	"69.71728272"	"34.24071507"	" 4.64788005"	"13.64423312"	" 1.33175923"	"67.05291673"	"45.29087583"	" 0.63763425"	" 0.76688814"	" 0.66162144"	"36.52861141"	"14.42708331"	" 0.27472527"	" 0.75757573"	" 1.15767976"	"46.42879282"	" 1.51515148"	"61.57476938"	" 0.00000000"	"26.28342247"	NA	" 0.00000000"	"23.34694075"	" 0.94560870"	"62.99758052"	" 0.230891388"	"18.69542241"	" 0.00000000"	"11.92229053"	"17.68847025"	" 0.34722223"	" 0.42584806"	"36.57741003"	" 0.32543857"	"18.00024557"	" 3.10411261"	"34.52182301"	" 0.00000000"	" 0.00000000"	" 1.54840027"
"FUN_000199"	NA	"69.47214506"	"17.14953338"	"51.14944490"	"60.43394955"	"22.41550883"	"16.47694713"	" 0.50112546"	" 0.23156826"	"67.95341122"	"43.81440509"	" 0.46871345"	" 0.73631777"	NA	"49.19872939"	" 0.11801866"	" 0.60606060"	" 1.33144217"	" 4.36903357"	" 1.55621224"	NA	"29.01314068"	"34.30262054"	" 0.83963919"	" 0.11044177"	"40.551952560"	"60.75369751"	"26.50613154"	" 0.64440002"	" 0.00000000"	" 7.14977337"	"44.92103333"	" 1.33004341"	"42.54624967"	" 2.88864651"	"59.54843117"	NA	" 0.29957245"	" 5.24720895"	" 0.97187758"
"FUN_000200"	" 0.21768148"	" 0.85399448"	" 1.41533159"	" 8.21906078"	" 0.11182192"	"23.23381622"	"58.27901275"	"72.19302596"	"29.36759852"	" 0.76994356"	" 0.78886942"	"22.72156962"	"60.03833365"	" 6.54554071"	" 9.47525405"	" 1.17900584"	" 0.06329114"	" 1.47609819"	" 2.53257856"	"53.08617476"	NA	" 0.84249083"	" 0.39322251"	" 0.00000000"	" 2.76050919"	" 1.141021620"	"20.79004143"	" 0.40709799"	" 0.00000000"	"31.92863082"	"25.45446681"	"66.78646179"	" 0.00000000"	" 0.36488063"	NA	"16.52407658"	" 0.86134453"	" 0.00000000"	" 4.84370595"	" 1.40377368"
"FUN_000201"	"33.40740272"	" 0.67700082"	" 0.49830669"	" 0.76388888"	"59.57470008"	"21.70889773"	"13.35965717"	" 0.35485085"	"59.18164096"	" 0.28510915"	"10.08714542"	" 0.31862745"	"77.11842259"	" 1.34681210"	" 7.63035635"	" 1.75703956"	"27.94534733"	"15.09638480"	"43.37683138"	" 0.25226466"	NA	NA	"76.37042462"	" 0.13986015"	"64.13885513"	" 6.069808521"	"24.23795891"	" 1.02874737"	" 0.32398813"	"37.43593527"	" 0.00000000"	"62.20211341"	"13.37123388"	"70.33939099"	" 0.39215686"	"71.12133497"	" 0.00000000"	" 0.29761905"	" 0.26315790"	" 0.00000000"
"FUN_000202"	"53.46026571"	" 6.77531613"	" 2.35494366"	"58.33273437"	" 0.62668127"	" 0.00000000"	"12.28809200"	"17.86919904"	"36.21764059"	" 7.65832933"	" 1.53469842"	" 0.71917230"	" 6.60952782"	" 3.93809869"	" 0.39682543"	" 6.53701075"	" 2.20833332"	"71.68728817"	"20.01103520"	"43.18840797"	NA	"10.86060604"	" 4.92969982"	" 0.00000000"	"39.05249819"	"22.166527440"	"32.66698390"	" 1.11313191"	" 0.00000000"	"10.27632614"	" 0.15731293"	" 0.07824727"	" 6.93698609"	" 3.00455976"	" 0.74758575"	"68.51212592"	" 9.53238573"	"61.83271132"	" 3.35667500"	" 1.33012822"
"FUN_000203"	"17.71956485"	" 1.68420783"	" 2.60934033"	" 3.03122540"	"28.80328270"	" 0.67467346"	"68.01021407"	"16.01552775"	" 0.66440336"	" 0.39624756"	" 0.83974619"	" 0.00000000"	" 0.22660818"	NA	" 0.00000000"	" 0.58509198"	" 2.44349514"	"19.52774686"	" 2.60036267"	" 9.67589797"	NA	" 0.00000000"	" 0.80974358"	"59.29223550"	"14.06080876"	" 4.927442673"	" 2.79614361"	"22.77328997"	"36.83177675"	" 0.79860107"	" 1.27856580"	"38.59179205"	"69.13583207"	"15.21045873"	" 0.11737089"	" 0.00000000"	"18.62154797"	"14.44877279"	"59.71767365"	" 0.12406948"
"FUN_000204"	"20.54491964"	" 0.39718782"	" 0.78992447"	" 0.29049897"	"37.12544659"	" 5.97410566"	"20.31237979"	" 0.44583023"	"16.98662226"	" 0.93829389"	"20.61061249"	" 2.50911261"	" 0.33766233"	" 0.00000000"	"45.21308045"	" 0.12019231"	" 0.49346676"	" 0.25821596"	"58.39185346"	"53.27914696"	NA	" 0.11695907"	"48.23884618"	" 0.00000000"	"48.49483893"	"30.246595420"	" 0.00000000"	"51.43421117"	" 0.30812325"	" 3.10450634"	" 0.00000000"	"14.98385721"	"38.31928678"	" 0.43762293"	NA	" 0.74557266"	"69.71339136"	" 0.47774799"	"35.59699496"	NA
"FUN_000205"	"16.77818811"	"20.43897591"	"34.19540004"	"44.38265096"	" 0.09433962"	"20.36728141"	"18.28733695"	"44.23544568"	"33.74561174"	" 0.23529413"	"18.43152070"	"11.89918935"	" 1.10256415"	" 0.32584603"	" 0.00000000"	" 0.98412004"	NA	"75.58476141"	"24.88177685"	"18.21550844"	NA	NA	" 5.36513252"	"28.88825264"	" 0.66980609"	"12.649716830"	" 0.52766684"	"50.32796124"	"61.85608049"	" 0.19379844"	" 0.30038760"	" 0.45102792"	"46.22065141"	" 0.78021100"	" 0.56285490"	"53.68582749"	"10.43321816"	" 0.28562514"	" 8.59302734"	"46.23131557"
"FUN_000207"	"25.17620573"	" 3.78257412"	" 0.17636685"	" 1.17672164"	"47.02021322"	"33.47304709"	" 0.89695951"	" 1.03099004"	" 0.32333920"	" 0.31322296"	"72.60246201"	" 1.03448276"	" 0.36935705"	" 0.00000000"	" 0.75757575"	" 1.53651894"	"26.21773651"	" 0.18543956"	" 1.16228071"	" 1.28686216"	NA	"23.42679969"	" 1.20255834"	"36.02045422"	" 0.00000000"	" 0.989308288"	" 0.08183306"	"25.75198238"	" 1.17093950"	"28.51933200"	" 0.58451712"	" 2.51077779"	"50.03254545"	" 0.00000000"	" 8.63201769"	" 5.51157582"	"16.93141709"	"11.01767574"	" 3.88563519"	" 0.00000000"
"FUN_000208"	"64.10531286"	" 0.43744391"	" 6.14329115"	" 5.34657650"	" 1.31902412"	" 0.70843098"	" 0.51639697"	"30.51634389"	" 6.75321619"	" 8.36447507"	"31.85291107"	" 9.24850509"	" 1.97440933"	" 0.00000000"	" 0.52067311"	"16.44857461"	" 5.49328967"	" 8.28504508"	" 0.15780244"	"31.69376810"	NA	"11.79264859"	"46.46841948"	"11.36428851"	" 0.00000000"	"22.736667560"	" 0.69311897"	NA	"81.98221342"	"25.89601910"	"25.52585397"	" 0.00000000"	"40.06263168"	" 0.47647917"	"79.20194611"	"17.89196144"	"23.83076683"	" 6.11930468"	" 2.41425886"	" 7.13991746"
"FUN_000209"	" 1.81211130"	" 0.56425947"	"48.72176496"	"77.37412294"	" 1.67447110"	NA	" 4.86457989"	" 0.73673689"	" 0.03918495"	" 0.48597521"	"32.69142003"	"17.09262820"	"24.31757483"	"17.03208559"	" 2.72562900"	" 0.00000000"	" 9.77123736"	"87.89235726"	" 0.87728639"	" 0.88012291"	NA	"27.20222086"	"24.09019947"	" 1.43607021"	"32.40174588"	"81.747320360"	"39.15997864"	"26.01758158"	" 2.24965633"	" 0.00000000"	" 9.40546661"	"20.54597657"	"38.44188776"	"53.10457073"	"13.92167731"	" 0.51303714"	" 7.73038930"	" 6.38940009"	" 0.61630604"	"16.13138799"
"FUN_000210"	"27.63322246"	"11.93134588"	" 0.68109874"	"68.72332459"	"19.71626169"	" 0.27603482"	" 0.00000000"	"14.54129231"	"24.37147943"	"70.80935883"	"25.99221235"	" 0.17482517"	" 0.37912089"	"88.72555834"	"72.58953596"	" 0.57471266"	" 0.34670009"	"61.49278520"	"17.65643273"	" 2.36111108"	NA	NA	"12.32052607"	"64.01301995"	"41.68125398"	"56.655469990"	" 0.00000000"	"34.52905871"	" 1.28948768"	"41.32831762"	" 0.00000000"	" 1.34278196"	" 0.46553677"	" 0.00000000"	" 0.00000000"	" 0.94258890"	" 0.00000000"	"68.39666951"	NA	" 0.88672589"
"FUN_000211"	" 2.26859814"	"10.46840462"	" 3.83498629"	"46.38240200"	"36.68227770"	" 1.07761087"	" 0.21043773"	NA	" 4.25939983"	" 0.37449063"	" 3.67887315"	" 0.43274856"	"16.99718933"	"23.41026353"	"24.25375129"	"53.85302206"	"62.08284062"	" 5.85900587"	" 2.62154041"	" 2.02052411"	NA	"11.51542190"	"16.55082509"	" 0.38046866"	" 1.33006576"	" 4.225061180"	"39.55238863"	" 0.27777778"	"25.18393528"	"15.54856522"	" 0.15503877"	" 0.39608423"	" 0.54314654"	" 0.27472527"	"33.46367623"	" 0.45378151"	"43.81352848"	" 0.18928853"	" 0.19658120"	"60.70259795"
"FUN_000212"	" 0.45454547"	"33.11435776"	" 1.52904174"	"16.02899954"	"38.61057194"	" 0.69629635"	" 0.41578577"	"20.63936738"	"49.97864185"	" 0.30450767"	" 2.21989283"	" 0.44397463"	" 0.21305659"	"78.99513469"	"36.17694139"	"55.33761364"	"44.20742270"	" 0.80025519"	"13.67352587"	" 1.30676524"	NA	" 0.00000000"	" 5.56418217"	" 0.15873017"	"24.46128931"	"23.366592720"	"57.15963970"	" 1.07163686"	"19.47308842"	"19.96964416"	"43.22867532"	"14.36746894"	" 0.39627040"	" 1.30039433"	"43.32991571"	" 0.00000000"	"36.83408278"	"13.24175387"	" 1.69123312"	"55.98137355"
"FUN_000213"	"20.20421470"	"58.13344587"	" 1.11111111"	"26.15070068"	"21.56607214"	" 0.13420119"	" 0.39559682"	"69.59672962"	"29.92612999"	"91.30528604"	" 1.26915296"	"42.46850238"	" 0.19800275"	"17.77272411"	"53.27141100"	" 0.17694064"	" 2.27189188"	"21.78728256"	"59.04971776"	"13.23260892"	NA	" 0.00000000"	"28.54163249"	"77.49583478"	" 0.29411765"	" 5.532426048"	"11.40648568"	" 1.37692664"	" 8.13794779"	"59.82961895"	" 0.00000000"	"64.42333497"	" 0.84920633"	" 7.45831989"	" 2.08754207"	" 0.41596784"	" 0.00000000"	"16.06818180"	" 0.00000000"	"40.71286850"
"FUN_000215"	" 1.66663594"	" 0.58795094"	"32.10511094"	" 2.90773497"	" 0.12440581"	" 6.12529357"	" 2.79398569"	" 0.00000000"	" 0.66113551"	" 0.15697903"	"31.96057818"	" 0.90627483"	" 0.28908866"	"42.51587497"	" 0.46687705"	" 0.20930284"	" 2.33630983"	" 0.00000000"	"28.30344685"	" 1.21161725"	NA	"24.28107607"	"12.15369940"	" 0.00000000"	" 1.31098630"	"36.652679670"	"43.10627795"	"42.96464179"	" 2.21848548"	" 0.26109646"	"56.56952000"	" 6.64943934"	" 0.96147332"	"35.44869431"	" 0.00000000"	" 0.43151971"	" 0.60144355"	" 2.87508731"	" 0.63051244"	"60.15146400"
"FUN_000216"	"33.53609904"	" 0.37370623"	"45.18168106"	" 7.91026929"	" 1.41751823"	" 0.15782090"	" 0.00000000"	"12.59283582"	" 2.09733122"	" 9.46380827"	"57.40040101"	NA	" 0.80560038"	" 0.07009911"	" 3.45698368"	" 0.16233766"	NA	" 3.98737373"	" 2.16661602"	"14.66323148"	NA	"22.18607783"	" 2.08611651"	"49.02883044"	"49.79213132"	"38.633783580"	" 2.40955053"	" 0.88819270"	"64.83893298"	" 0.84883881"	" 0.32032269"	"23.55769231"	" 0.16233766"	" 3.83316883"	" 0.00000000"	" 1.77115120"	"30.04281400"	" 0.43268607"	"30.88482758"	" 0.56763526"
"FUN_000217"	"52.46035679"	" 1.36252636"	" 0.45259491"	" 2.00549420"	" 6.15455549"	" 0.06944445"	"13.32157903"	" 0.84360246"	"64.32415696"	NA	NA	" 0.77098261"	" 0.78998448"	" 2.22642441"	" 2.59742346"	" 0.88482781"	" 1.43302134"	"14.69481823"	" 0.71860101"	"45.79534667"	NA	"36.45911955"	" 0.00000000"	" 0.36130536"	" 2.36862748"	" 2.106037025"	" 0.54268557"	" 6.26049091"	"50.48088488"	"74.65974735"	"58.62933972"	" 1.12710642"	" 0.25709707"	" 2.61087610"	" 0.83306865"	" 6.22875838"	"15.91350207"	" 3.92422579"	" 0.40095041"	" 0.00000000"
"FUN_000219"	"22.13983691"	" 0.55526859"	" 0.13272770"	" 0.22435897"	" 0.98592197"	"51.47338780"	" 1.16442809"	" 3.79120877"	"24.59507565"	"12.87324479"	"54.88734692"	" 0.00000000"	"13.32097896"	"44.48129033"	" 0.00000000"	"15.84271831"	" 0.00000000"	"18.95619295"	"69.04172001"	" 1.01356280"	NA	" 0.88602895"	" 3.06776550"	" 0.47896117"	" 0.32258065"	"17.168902650"	" 8.17760280"	"19.51541514"	"20.72760147"	" 0.97596241"	"12.48297456"	" 0.07949126"	" 0.63411627"	"11.74106749"	"17.86149335"	" 0.36408249"	" 2.42798021"	" 5.78070219"	"15.42947456"	" 5.25062075"
"FUN_000220"	"75.94207629"	" 1.32035165"	" 9.64912279"	"17.28449707"	" 0.00000000"	" 1.14502165"	" 0.00000000"	" 3.42966633"	"14.45244677"	"76.85163652"	"14.33705621"	"45.97521087"	" 1.51705186"	" 0.60019800"	" 0.35898761"	"14.97209666"	"41.34865958"	" 1.80557916"	" 1.22089209"	"32.80122054"	NA	" 2.31050522"	" 0.40064102"	" 0.27027027"	"21.09956272"	" 0.789986915"	"46.45585818"	"39.00803052"	" 0.45566898"	"10.97373151"	"51.73865740"	"14.59062848"	" 7.28353307"	"76.75087979"	"62.54356757"	" 0.32467532"	"19.25023346"	" 0.71428571"	NA	" 7.56514614"
"FUN_000221"	"12.85940400"	" 0.46450313"	" 1.12255225"	" 0.29330292"	" 0.37476735"	" 0.00000000"	" 0.73639776"	"33.79374477"	"12.61304952"	" 0.14285714"	"32.79844189"	" 1.30667652"	" 0.30818540"	" 0.12820513"	" 5.89743592"	"61.37343067"	"43.82096454"	" 1.47933666"	"39.50607704"	" 1.35733103"	NA	"13.36404397"	" 0.27459187"	"15.06858358"	" 1.76158100"	" 0.303124255"	" 0.38095237"	"38.20777709"	" 0.00000000"	" 0.50996608"	" 0.00000000"	" 7.13091751"	" 0.71134536"	" 0.72206086"	" 0.00000000"	" 2.12006548"	"67.36512465"	"11.45820075"	" 0.23689938"	" 0.00000000"
"FUN_000222"	" 1.30374833"	" 1.81041918"	"23.12963745"	"66.15433807"	" 0.08210180"	"76.87290289"	"58.77977827"	" 0.49253632"	"25.20537166"	" 0.16666667"	" 2.10351640"	" 1.30649158"	" 1.29708182"	"25.52505476"	"50.91788102"	" 4.15350138"	" 5.39968556"	" 0.13123359"	" 1.64902016"	"62.69300209"	NA	"37.25653807"	"13.04504523"	" 1.98141145"	"19.23698373"	"42.645177770"	"54.59187896"	"71.39953918"	"65.63376070"	"52.27818752"	" 0.16643550"	" 0.00000000"	" 0.77710841"	" 0.53880175"	" 0.00000000"	" 1.11602712"	" 0.33764169"	"44.36753982"	" 3.78830032"	" 0.18939393"
"FUN_000223"	" 1.16327648"	" 1.65756098"	" 0.21796918"	" 0.00000000"	" 0.81357595"	NA	"24.04208042"	" 0.28985508"	"41.72573360"	" 0.00000000"	" 1.00664767"	"13.78176805"	" 1.44807947"	"72.71799880"	" 1.78152557"	"38.57056930"	" 2.58049629"	" 0.52817546"	"19.67825212"	" 0.32467532"	NA	NA	" 0.00000000"	" 7.15510812"	" 2.15536221"	"68.953428140"	" 0.00000000"	" 0.57050618"	" 0.00000000"	"61.28590597"	" 0.36421914"	"67.16969219"	" 1.28623196"	" 0.00000000"	" 0.00000000"	"50.10259851"	" 0.00000000"	"15.57201755"	"61.05583996"	"10.48420399"
"FUN_000224"	" 0.37424306"	" 1.08835266"	" 0.07352941"	"47.00713768"	" 0.88801460"	" 0.92579483"	" 0.00000000"	"20.51691169"	" 2.68569884"	" 4.30608661"	" 0.00000000"	" 1.33333330"	"12.68703720"	NA	" 0.41764780"	" 4.63102200"	NA	" 0.08097166"	" 0.00000000"	"20.84262470"	NA	"28.97541350"	" 4.62164379"	" 0.62793994"	" 0.21523809"	"32.651476860"	"40.45507873"	"48.46702339"	" 0.00000000"	"68.05841373"	" 1.99285870"	" 7.89434743"	" 1.24753262"	" 0.59520527"	"52.21278721"	" 1.51811963"	" 0.25252524"	"15.57315969"	"22.37184754"	" 9.00932400"
"FUN_000226"	" 0.24279448"	" 3.39406357"	" 0.37868460"	" 0.66829722"	" 0.43448056"	" 0.22945156"	" 1.39466592"	" 2.71929824"	" 0.64516129"	"16.83237536"	"30.88104150"	"72.21332159"	" 0.00000000"	"59.09429446"	" 0.86214230"	" 0.10080645"	" 1.84320525"	" 0.00000000"	" 1.78469676"	" 0.67913862"	NA	"19.35254697"	" 2.42448809"	" 0.00000000"	"63.85543031"	" 1.205594534"	"24.28997682"	" 0.17289619"	"45.13752674"	" 0.00000000"	"21.34355251"	"22.59042921"	" 1.38202377"	"49.38087278"	" 5.45071183"	" 0.12019231"	" 0.68410971"	"40.09113084"	" 0.00000000"	" 6.90091465"
"FUN_000227"	"29.06124292"	" 4.16051240"	"24.55497591"	"70.30571397"	"10.20330389"	" 0.27077498"	"20.97180923"	"22.85657624"	"36.51638267"	" 0.00000000"	"10.91536804"	"29.76174595"	"50.09199405"	" 0.00000000"	" 1.95925459"	NA	" 0.43274684"	" 1.74811744"	" 2.28020687"	" 0.25584796"	NA	" 8.82938363"	" 5.34248524"	" 7.39364671"	" 1.40060802"	" 0.303499977"	" 5.01254731"	"13.42689719"	"22.15772407"	" 0.34188033"	"35.87676702"	" 2.18419098"	" 1.85262996"	" 0.53773024"	"55.15815533"	"54.55985522"	"68.99376130"	"16.42152736"	" 5.42859264"	"35.61111147"
"FUN_000228"	" 0.42398432"	"29.52332975"	" 0.00000000"	" 0.00000000"	" 0.46396210"	" 0.14835165"	NA	" 1.75988976"	"55.60300354"	" 0.88391389"	" 0.17889088"	" 0.00000000"	"83.65021608"	" 9.68975457"	" 1.13293078"	" 2.16464010"	" 0.39955748"	" 0.38461540"	" 0.00000000"	" 0.21934913"	NA	" 0.00000000"	"42.46603393"	NA	"11.66589836"	" 0.402993123"	" 7.25194425"	" 3.32473287"	"43.66011646"	" 0.00000000"	"27.94506338"	" 1.88811189"	" 7.20159152"	" 7.88668367"	" 0.27027027"	" 2.49475436"	" 0.34438775"	" 1.03409515"	" 0.83911396"	" 4.41066183"
