readfile	mapping_type	sequence_length	sequence_count	read_count
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1A11-fastp-adapters-polyG-31bp-merged_condensed.bam	N	<21	4712	8036
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1A11-fastp-adapters-polyG-31bp-merged_condensed.bam	N	21	2629	4392
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1A11-fastp-adapters-polyG-31bp-merged_condensed.bam	N	22	3229	6091
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1A11-fastp-adapters-polyG-31bp-merged_condensed.bam	N	23	3450	7661
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1A11-fastp-adapters-polyG-31bp-merged_condensed.bam	N	24	4483	8484
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1A11-fastp-adapters-polyG-31bp-merged_condensed.bam	N	>24	106698	403940
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1A7-fastp-adapters-polyG-31bp-merged_condensed.bam	U	<21	40560	196353
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1A7-fastp-adapters-polyG-31bp-merged_condensed.bam	U	21	13454	75527
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1A7-fastp-adapters-polyG-31bp-merged_condensed.bam	U	22	13845	84079
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1A7-fastp-adapters-polyG-31bp-merged_condensed.bam	U	23	14599	84990
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1A7-fastp-adapters-polyG-31bp-merged_condensed.bam	U	24	16393	75230
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1A7-fastp-adapters-polyG-31bp-merged_condensed.bam	U	>24	254095	1307914
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1A7-fastp-adapters-polyG-31bp-merged_condensed.bam	P	<21	20150	95635
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1A7-fastp-adapters-polyG-31bp-merged_condensed.bam	P	21	4967	48340
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1A7-fastp-adapters-polyG-31bp-merged_condensed.bam	P	22	4855	63837
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1A7-fastp-adapters-polyG-31bp-merged_condensed.bam	P	23	5308	28036
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1A7-fastp-adapters-polyG-31bp-merged_condensed.bam	P	24	6145	30978
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1A7-fastp-adapters-polyG-31bp-merged_condensed.bam	P	>24	85415	488629
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1A7-fastp-adapters-polyG-31bp-merged_condensed.bam	R	<21	19229	64580
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1A7-fastp-adapters-polyG-31bp-merged_condensed.bam	R	21	4892	24213
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1A7-fastp-adapters-polyG-31bp-merged_condensed.bam	R	22	4653	40698
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1A7-fastp-adapters-polyG-31bp-merged_condensed.bam	R	23	5323	39638
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1A7-fastp-adapters-polyG-31bp-merged_condensed.bam	R	24	6514	51361
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1A7-fastp-adapters-polyG-31bp-merged_condensed.bam	R	>24	104787	406309
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1A7-fastp-adapters-polyG-31bp-merged_condensed.bam	H	<21	5976	14231
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1A7-fastp-adapters-polyG-31bp-merged_condensed.bam	H	21	1362	3151
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1A7-fastp-adapters-polyG-31bp-merged_condensed.bam	H	22	981	2667
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1A7-fastp-adapters-polyG-31bp-merged_condensed.bam	H	23	871	2448
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1A7-fastp-adapters-polyG-31bp-merged_condensed.bam	H	24	883	2353
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1A7-fastp-adapters-polyG-31bp-merged_condensed.bam	H	>24	12654	145396
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1A7-fastp-adapters-polyG-31bp-merged_condensed.bam	N	<21	49992	273037
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1A7-fastp-adapters-polyG-31bp-merged_condensed.bam	N	21	27693	105545
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1A7-fastp-adapters-polyG-31bp-merged_condensed.bam	N	22	30023	102592
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1A7-fastp-adapters-polyG-31bp-merged_condensed.bam	N	23	29427	123510
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1A7-fastp-adapters-polyG-31bp-merged_condensed.bam	N	24	35413	229031
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1A7-fastp-adapters-polyG-31bp-merged_condensed.bam	N	>24	209705	3803637
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B3-fastp-adapters-polyG-31bp-merged_condensed.bam	U	<21	191	288
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B3-fastp-adapters-polyG-31bp-merged_condensed.bam	U	21	60	85
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B3-fastp-adapters-polyG-31bp-merged_condensed.bam	U	22	60	111
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B3-fastp-adapters-polyG-31bp-merged_condensed.bam	U	23	49	71
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B3-fastp-adapters-polyG-31bp-merged_condensed.bam	U	24	58	78
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B3-fastp-adapters-polyG-31bp-merged_condensed.bam	U	>24	423	1264
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B3-fastp-adapters-polyG-31bp-merged_condensed.bam	P	<21	16	31
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B3-fastp-adapters-polyG-31bp-merged_condensed.bam	P	21	5	6
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B3-fastp-adapters-polyG-31bp-merged_condensed.bam	P	22	5	10
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B3-fastp-adapters-polyG-31bp-merged_condensed.bam	P	23	3	4
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B3-fastp-adapters-polyG-31bp-merged_condensed.bam	P	24	3	6
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B3-fastp-adapters-polyG-31bp-merged_condensed.bam	P	>24	17	42
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B3-fastp-adapters-polyG-31bp-merged_condensed.bam	R	<21	129	157
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B3-fastp-adapters-polyG-31bp-merged_condensed.bam	R	21	34	46
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B3-fastp-adapters-polyG-31bp-merged_condensed.bam	R	22	34	42
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B3-fastp-adapters-polyG-31bp-merged_condensed.bam	R	23	32	42
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B3-fastp-adapters-polyG-31bp-merged_condensed.bam	R	24	33	49
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B3-fastp-adapters-polyG-31bp-merged_condensed.bam	R	>24	271	344
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B3-fastp-adapters-polyG-31bp-merged_condensed.bam	H	<21	17	19
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B3-fastp-adapters-polyG-31bp-merged_condensed.bam	H	21	8	11
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B3-fastp-adapters-polyG-31bp-merged_condensed.bam	H	22	2	2
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B3-fastp-adapters-polyG-31bp-merged_condensed.bam	H	23	2	2
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B3-fastp-adapters-polyG-31bp-merged_condensed.bam	H	24	3	4
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B3-fastp-adapters-polyG-31bp-merged_condensed.bam	H	>24	23	45
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B3-fastp-adapters-polyG-31bp-merged_condensed.bam	N	<21	136	206
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B3-fastp-adapters-polyG-31bp-merged_condensed.bam	N	21	90	122
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B3-fastp-adapters-polyG-31bp-merged_condensed.bam	N	22	87	126
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B3-fastp-adapters-polyG-31bp-merged_condensed.bam	N	23	89	134
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B3-fastp-adapters-polyG-31bp-merged_condensed.bam	N	24	76	190
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B3-fastp-adapters-polyG-31bp-merged_condensed.bam	N	>24	346	1717
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B4-fastp-adapters-polyG-31bp-merged_condensed.bam	U	<21	66227	198542
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B4-fastp-adapters-polyG-31bp-merged_condensed.bam	U	21	16920	64043
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B4-fastp-adapters-polyG-31bp-merged_condensed.bam	U	22	17988	74671
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B4-fastp-adapters-polyG-31bp-merged_condensed.bam	U	23	20429	72205
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B4-fastp-adapters-polyG-31bp-merged_condensed.bam	U	24	24373	78130
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B4-fastp-adapters-polyG-31bp-merged_condensed.bam	U	>24	555856	2063644
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B4-fastp-adapters-polyG-31bp-merged_condensed.bam	P	<21	36780	158375
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B4-fastp-adapters-polyG-31bp-merged_condensed.bam	P	21	7947	41690
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B4-fastp-adapters-polyG-31bp-merged_condensed.bam	P	22	8278	40940
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B4-fastp-adapters-polyG-31bp-merged_condensed.bam	P	23	9460	48181
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B4-fastp-adapters-polyG-31bp-merged_condensed.bam	P	24	11917	56714
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B4-fastp-adapters-polyG-31bp-merged_condensed.bam	P	>24	213281	1045396
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B4-fastp-adapters-polyG-31bp-merged_condensed.bam	R	<21	29273	86109
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B4-fastp-adapters-polyG-31bp-merged_condensed.bam	R	21	5226	26140
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B4-fastp-adapters-polyG-31bp-merged_condensed.bam	R	22	5481	85085
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B4-fastp-adapters-polyG-31bp-merged_condensed.bam	R	23	6919	33009
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B4-fastp-adapters-polyG-31bp-merged_condensed.bam	R	24	9236	75320
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B4-fastp-adapters-polyG-31bp-merged_condensed.bam	R	>24	202818	687801
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B4-fastp-adapters-polyG-31bp-merged_condensed.bam	H	<21	7102	14338
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B4-fastp-adapters-polyG-31bp-merged_condensed.bam	H	21	1230	1993
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B4-fastp-adapters-polyG-31bp-merged_condensed.bam	H	22	972	1709
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B4-fastp-adapters-polyG-31bp-merged_condensed.bam	H	23	1049	2294
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B4-fastp-adapters-polyG-31bp-merged_condensed.bam	H	24	1269	2826
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B4-fastp-adapters-polyG-31bp-merged_condensed.bam	H	>24	24253	382474
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B4-fastp-adapters-polyG-31bp-merged_condensed.bam	N	<21	258104	926583
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B4-fastp-adapters-polyG-31bp-merged_condensed.bam	N	21	128885	341044
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B4-fastp-adapters-polyG-31bp-merged_condensed.bam	N	22	138027	342267
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B4-fastp-adapters-polyG-31bp-merged_condensed.bam	N	23	143230	376597
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B4-fastp-adapters-polyG-31bp-merged_condensed.bam	N	24	157610	417812
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B4-fastp-adapters-polyG-31bp-merged_condensed.bam	N	>24	1164971	4292544
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B6-fastp-adapters-polyG-31bp-merged_condensed.bam	U	<21	21749	58966
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B6-fastp-adapters-polyG-31bp-merged_condensed.bam	U	21	8262	25860
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B6-fastp-adapters-polyG-31bp-merged_condensed.bam	U	22	8897	28749
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B6-fastp-adapters-polyG-31bp-merged_condensed.bam	U	23	9354	29245
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B6-fastp-adapters-polyG-31bp-merged_condensed.bam	U	24	10221	34636
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B6-fastp-adapters-polyG-31bp-merged_condensed.bam	U	>24	92213	350205
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B6-fastp-adapters-polyG-31bp-merged_condensed.bam	P	<21	7097	30913
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B6-fastp-adapters-polyG-31bp-merged_condensed.bam	P	21	1981	6893
/home/shared/8TB_HDD_02/shedurkin/timeseries_molecular/E-Peve/output/08-Peve-sRNA-discovery-ShortStack/ShortStack_out/1B6-fastp-adapters-polyG-31bp-merged_condensed.bam	P	22	1989	7738
