"","GO.ID","Term","Annotated","Significant","Expected","Fisher","type","miRNA"
"48","GO:0005524","ATP binding",263,4,1.42,0.046,"Molecular.Function","Cluster_15097"
"49","GO:0001640","adenylate cyclase inhibiting G protein-coupled glut...",9,1,0.05,0.048,"Molecular.Function","Cluster_15097"
"50","GO:0003924","GTPase activity",66,2,0.36,0.048,"Molecular.Function","Cluster_15097"
"51","GO:0000038","very long-chain fatty acid metabolic process",9,1,0.03,0.032,"Biological.Process","Cluster_16354"
"52","GO:0000184","nuclear-transcribed mRNA catabolic process, nonsens...",10,1,0.04,0.035,"Biological.Process","Cluster_16354"
"53","GO:0001409","guanine nucleotide transmembrane transporter activi...",30,2,0.06,0.0016,"Molecular.Function","Cluster_16354"
"54","GO:0005085","guanyl-nucleotide exchange factor activity",12,1,0.03,0.0257,"Molecular.Function","Cluster_16354"
"55","GO:0000289","nuclear-transcribed mRNA poly(A) tail shortening",2,1,0.01,0.0099,"Biological.Process","Cluster_17173"
"56","GO:0006886","intracellular protein transport",5,1,0.02,0.0246,"Biological.Process","Cluster_17173"
"57","GO:0001782","B cell homeostasis",7,1,0.03,0.0343,"Biological.Process","Cluster_17173"
"58","GO:0001764","neuron migration",8,1,0.04,0.0391,"Biological.Process","Cluster_17173"
"59","GO:0001222","transcription corepressor binding",3,1,0.01,0.0086,"Molecular.Function","Cluster_17173"
"60","GO:0005242","inward rectifier potassium channel activity",9,1,0.03,0.0257,"Molecular.Function","Cluster_17173"
"61","GO:0003777","microtubule motor activity",16,1,0.05,0.0452,"Molecular.Function","Cluster_17173"
"62","GO:0002230","positive regulation of defense response to virus by...",1,1,0,0.0014,"Biological.Process","Cluster_17245"
"63","GO:0002218","activation of innate immune response",15,1,0.02,0.0212,"Biological.Process","Cluster_17245"
"64","GO:0004753","saccharopine dehydrogenase activity",1,1,0,0.00036,"Molecular.Function","Cluster_17245"
"65","GO:0001822","kidney development",65,1,0.05,0.046,"Biological.Process","Cluster_17623"
"66","GO:0004382","GDP phosphatase activity",3,1,0,0.0032,"Molecular.Function","Cluster_17623"
"67","GO:0003964","RNA-directed DNA polymerase activity",122,2,0.13,0.0056,"Molecular.Function","Cluster_17623"
"68","GO:0001818","negative regulation of cytokine production",18,1,0.01,0.013,"Biological.Process","Cluster_1819"
"69","GO:0003964","RNA-directed DNA polymerase activity",122,2,0.18,0.011,"Molecular.Function","Cluster_1832"
"70","GO:0008218","bioluminescence",10,3,0.02,2.6e-07,"Biological.Process","Cluster_1836"
"71","GO:0005509","calcium ion binding",66,1,0.02,0.024,"Molecular.Function","Cluster_1836"
"72","GO:0001822","kidney development",65,4,0.51,0.0011,"Biological.Process","Cluster_1865"
"73","GO:0000165","MAPK cascade",35,3,0.27,0.002,"Biological.Process","Cluster_1865"
"74","GO:0000723","telomere maintenance",4,1,0.03,0.0309,"Biological.Process","Cluster_1865"
"75","GO:0005178","integrin binding",4,1,0.02,0.023,"Molecular.Function","Cluster_1865"
"76","GO:0004674","protein serine/threonine kinase activity",55,2,0.32,0.039,"Molecular.Function","Cluster_1865"
"77","GO:0001843","neural tube closure",7,2,0.1,0.0042,"Biological.Process","Cluster_2372"
"78","GO:0001841","neural tube formation",8,3,0.12,0.0135,"Biological.Process","Cluster_2372"
"79","GO:0001662","behavioral fear response",1,1,0.01,0.0149,"Biological.Process","Cluster_2372"
"80","GO:0002181","cytoplasmic translation",21,2,0.31,0.0374,"Biological.Process","Cluster_2372"
"81","GO:0000054","ribosomal subunit export from nucleus",3,1,0.04,0.044,"Biological.Process","Cluster_2372"
"82","GO:0003746","translation elongation factor activity",7,2,0.09,0.0035,"Molecular.Function","Cluster_2372"
"83","GO:0004561","alpha-N-acetylglucosaminidase activity",1,1,0.01,0.0133,"Molecular.Function","Cluster_2372"
"84","GO:0004568","chitinase activity",1,1,0.01,0.0133,"Molecular.Function","Cluster_2372"
"85","GO:0003724","RNA helicase activity",1,1,0.01,0.0133,"Molecular.Function","Cluster_2372"
"86","GO:0008641","ubiquitin-like modifier activating enzyme activity",1,1,0.01,0.0133,"Molecular.Function","Cluster_2372"
"87","GO:0004441","inositol-1,4-bisphosphate 1-phosphatase activity",1,1,0.01,0.0133,"Molecular.Function","Cluster_2372"
"88","GO:0004305","ethanolamine kinase activity",1,1,0.01,0.0133,"Molecular.Function","Cluster_2372"
"89","GO:0004438","phosphatidylinositol-3-phosphatase activity",2,1,0.03,0.0265,"Molecular.Function","Cluster_2372"
"90","GO:0003727","single-stranded RNA binding",2,1,0.03,0.0265,"Molecular.Function","Cluster_2372"
"91","GO:0032450","maltose alpha-glucosidase activity",2,1,0.03,0.0265,"Molecular.Function","Cluster_2372"
"92","GO:0004185","serine-type carboxypeptidase activity",2,1,0.03,0.0265,"Molecular.Function","Cluster_2372"
"93","GO:0005198","structural molecule activity",54,4,0.72,0.0366,"Molecular.Function","Cluster_2372"
"94","GO:0004180","carboxypeptidase activity",28,1,0.01,0.01,"Molecular.Function","Cluster_2746"
"95","GO:0015969","guanosine tetraphosphate metabolic process",9,1,0.01,0.013,"Biological.Process","Cluster_3109"
"96","GO:0019700","organic phosphonate catabolic process",12,1,0.02,0.017,"Biological.Process","Cluster_3109"
"97","GO:0005302","L-tyrosine transmembrane transporter activity",9,1,0,0.0032,"Molecular.Function","Cluster_3226"
"98","GO:0002933","lipid hydroxylation",3,1,0,0.0021,"Biological.Process","Cluster_3227"
"99","GO:0002161","aminoacyl-tRNA editing activity",1,1,0,0.00072,"Molecular.Function","Cluster_3227"
"100","GO:0005509","calcium ion binding",66,1,0.05,0.04699,"Molecular.Function","Cluster_3227"
"101","GO:0001581","detection of chemical stimulus involved in sensory ...",10,1,0.02,0.021,"Biological.Process","Cluster_3301"
"102","GO:0002221","pattern recognition receptor signaling pathway",11,1,0.02,0.023,"Biological.Process","Cluster_3301"
"103","GO:0001965","G-protein alpha-subunit binding",16,1,0.04,0.04,"Molecular.Function","Cluster_3301"
"104","GO:0005507","copper ion binding",18,1,0.05,0.045,"Molecular.Function","Cluster_3301"
"105","GO:0004197","cysteine-type endopeptidase activity",18,1,0.05,0.045,"Molecular.Function","Cluster_3301"
"106","GO:0000209","protein polyubiquitination",30,1,0.04,0.042,"Biological.Process","Cluster_4034"
"107","GO:0004089","carbonate dehydratase activity",2,1,0,0.0014,"Molecular.Function","Cluster_4036"
"108","GO:0005509","calcium ion binding",66,1,0.05,0.047,"Molecular.Function","Cluster_4036"
"109","GO:0000454","snoRNA guided rRNA pseudouridine synthesis",1,1,0.01,0.0099,"Biological.Process","Cluster_4752"
"110","GO:0000971","tRNA exon ligation utilizing 2',3' cyclic phosphate...",1,1,0.01,0.0099,"Biological.Process","Cluster_4752"
"111","GO:0009058","biosynthetic process",207,2,2.05,0.0108,"Biological.Process","Cluster_4752"
"112","GO:0060271","cilium assembly",3,1,0.03,0.0295,"Biological.Process","Cluster_4752"
"113","GO:0000463","maturation of LSU-rRNA from tricistronic rRNA trans...",3,1,0.03,0.0295,"Biological.Process","Cluster_4752"
"114","GO:0001558","regulation of cell growth",3,1,0.03,0.0295,"Biological.Process","Cluster_4752"
"115","GO:0001508","action potential",4,1,0.04,0.0391,"Biological.Process","Cluster_4752"
"116","GO:0003735","structural constituent of ribosome",13,2,0.12,0.0057,"Molecular.Function","Cluster_4752"
"117","GO:0003944","N-acetylglucosamine-1-phosphodiester alpha-N-acetyl...",1,1,0.01,0.009,"Molecular.Function","Cluster_4752"
"118","GO:0000009","alpha-1,6-mannosyltransferase activity",1,1,0.01,0.009,"Molecular.Function","Cluster_4752"
"119","GO:0005536","glucose binding",1,1,0.01,0.009,"Molecular.Function","Cluster_4752"
"120","GO:0004568","chitinase activity",1,1,0.01,0.009,"Molecular.Function","Cluster_4752"
"121","GO:0005315","inorganic phosphate transmembrane transporter activ...",1,1,0.01,0.009,"Molecular.Function","Cluster_4752"
"122","GO:0000224","peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine a...",2,1,0.02,0.0179,"Molecular.Function","Cluster_4752"
"123","GO:0032450","maltose alpha-glucosidase activity",2,1,0.02,0.0179,"Molecular.Function","Cluster_4752"
"124","GO:0003727","single-stranded RNA binding",2,1,0.02,0.0179,"Molecular.Function","Cluster_4752"
"125","GO:0005539","glycosaminoglycan binding",5,1,0.05,0.0443,"Molecular.Function","Cluster_4752"
"126","GO:0008218","bioluminescence",10,3,0.03,1e-06,"Biological.Process","Cluster_5516"
"127","GO:0000038","very long-chain fatty acid metabolic process",9,1,0.03,0.025,"Biological.Process","Cluster_5516"
"128","GO:0004089","carbonate dehydratase activity",2,1,0.01,0.0086,"Molecular.Function","Cluster_5516"
"129","GO:0003746","translation elongation factor activity",7,1,0.03,0.0299,"Molecular.Function","Cluster_5516"
"130","GO:0005245","voltage-gated calcium channel activity",7,1,0.03,0.0299,"Molecular.Function","Cluster_5516"
"131","GO:0005542","folic acid binding",10,1,0.04,0.0425,"Molecular.Function","Cluster_5516"
"132","GO:0001755","neural crest cell migration",2,1,0,0.0014,"Biological.Process","Cluster_5603"
"133","GO:0001002","RNA polymerase III type 1 promoter sequence-specifi...",1,1,0,0.00036,"Molecular.Function","Cluster_5603"
"134","GO:0001516","prostaglandin biosynthetic process",2,1,0,0.0042,"Biological.Process","Cluster_5685"
"135","GO:0000028","ribosomal small subunit assembly",3,1,0.01,0.0064,"Biological.Process","Cluster_5685"
"136","GO:0001523","retinoid metabolic process",9,1,0.02,0.019,"Biological.Process","Cluster_5685"
"137","GO:0004252","serine-type endopeptidase activity",53,2,0.11,0.0051,"Molecular.Function","Cluster_5685"
"138","GO:0005245","voltage-gated calcium channel activity",7,1,0.02,0.015,"Molecular.Function","Cluster_5685"
"139","GO:0005542","folic acid binding",10,1,0.02,0.0214,"Molecular.Function","Cluster_5685"
"140","GO:0047869","dimethylpropiothetin dethiomethylase activity",19,1,0.04,0.0404,"Molecular.Function","Cluster_5685"
"141","GO:0002933","lipid hydroxylation",3,2,0.01,9e-06,"Biological.Process","Cluster_9420"
"142","GO:0001731","formation of translation preinitiation complex",1,1,0,0.0021,"Biological.Process","Cluster_9420"
"143","GO:0004089","carbonate dehydratase activity",2,1,0.01,0.005,"Molecular.Function","Cluster_9420"
"144","GO:0047869","dimethylpropiothetin dethiomethylase activity",19,1,0.05,0.047,"Molecular.Function","Cluster_9420"
"145","GO:0001782","B cell homeostasis",7,1,0.02,0.02,"Biological.Process","Cluster_9706"
"146","GO:0001889","liver development",8,1,0.02,0.023,"Biological.Process","Cluster_9706"
"147","GO:0001523","retinoid metabolic process",9,1,0.03,0.025,"Biological.Process","Cluster_9706"
"148","GO:0001701","in utero embryonic development",15,1,0.04,0.042,"Biological.Process","Cluster_9706"
"149","GO:0005542","folic acid binding",10,1,0.03,0.025,"Molecular.Function","Cluster_9706"
"150","GO:0004609","phosphatidylserine decarboxylase activity",13,1,0.03,0.032,"Molecular.Function","Cluster_9706"
"151","GO:0004842","ubiquitin-protein transferase activity",35,1,0.03,0.025,"Molecular.Function","Cluster_9786"
